PUL ID,PUL_substrate,Sample ID
PUL0253,X,Li32152_S29_Maxbin2out.025
PUL0253,X,Li32145_S22_Maxbin2out.069
PUL0253,X,Li32184_S61_Metabat2_binout.76
PUL0253,X,Li32184_S61_Metabat2_binout.76
PUL0253,X,Li32144_S21_Maxbin2out.005
PUL0253,X,Li32203_S80_Metabat2_binout.8
PUL0253,X,Li32134_S11_Maxbin2out.052
PUL0253,X,Li32201_S78_Metabat2_binout.110
PUL0253,X,Li32201_S78_Metabat2_binout.110
PUL0253,X,Li32134_S11_Metabat2_binout.26
PUL0253,X,Li32140_S17_Maxbin2out.036
PUL0253,X,Li32179_S56_Maxbin2out.074
PUL0253,X,Li32179_S56_Metabat2_binout.122
PUL0253,X,Li32137_S14_Maxbin2out.008
PUL0253,X,Li32205_S82_Metabat2_binout.75
PUL0253,X,Li32151_S28_Metabat2_binout.89
PUL0253,X,Li32145_S22_Metabat2_binout.117
PUL0253,X,Li32150_S27_Maxbin2out.023
PUL0253,X,Li32186_S63_Maxbin2out.029
PUL0253,X,Li32143_S20_Metabat2_binout.18
PUL0253,X,Li32130_S7_Metabat2_binout.40
PUL0254,X,Li32167_S44_Metabat2_binout.88
PUL0254,X,Li32143_S20_Metabat2_binout.59
PUL0254,X,Li32170_S47_Metabat2_binout.63
PUL0254,X,Li32206_S83_Maxbin2out.043
PUL0254,X,Li32147_S24_Metabat2_binout.132
PUL0254,X,Li32147_S24_Metabat2_binout.132
PUL0254,X,Li32133_S10_Metabat2_binout.43
PUL0254,X,Li32203_S80_Metabat2_binout.58
PUL0254,X,Li32197_S74_Maxbin2out.025
PUL0254,X,Li32143_S20_Metabat2_binout.64
PUL0254,X,Li32185_S62_Maxbin2out.038
PUL0254,X,Li32152_S29_Metabat2_binout.124
PUL0254,X,Li32203_S80_Maxbin2out.014
PUL0254,X,Li32201_S78_Maxbin2out.011
PUL0254,X,Li32201_S78_Maxbin2out.011
PUL0254,X,Li32191_S68_Metabat2_binout.47
PUL0254,X,Li32195_S72_Metabat2_binout.73
PUL0254,X,Li32155_S32_Metabat2_binout.39
PUL0254,X,Li32185_S62_Maxbin2out.030
PUL0254,X,Li32124_S1_Metabat2_binout.46
PUL0254,X,Li32146_S23_Metabat2_binout.105
PUL0254,X,Li32146_S23_Metabat2_binout.105
PUL0254,X,Li32127_S4_Maxbin2out.020
PUL0254,X,Li32125_S2_Metabat2_binout.16
PUL0254,X,Li32144_S21_Metabat2_binout.53
PUL0255,X,Li32144_S21_Metabat2_binout.38
PUL0255,X,Li32203_S80_Metabat2_binout.8
PUL0255,X,Li32144_S21_Metabat2_binout.53
PUL0256,X,Li32158_S35_Maxbin2out.022
PUL0256,X,Li32131_S8_Maxbin2out.047
PUL0256,X,Li32144_S21_Maxbin2out.039
PUL0256,X,Li32203_S80_Maxbin2out.007
PUL0256,X,Li32137_S14_Metabat2_binout.62
PUL0256,X,Li32130_S7_Maxbin2out.005
PUL0256,X,Li32143_S20_Metabat2_binout.59
PUL0256,X,Li32203_S80_Maxbin2out.019
PUL0256,X,Li32181_S58_Metabat2_binout.79
PUL0256,X,Li32176_S53_Metabat2_binout.27
PUL0256,X,Li32144_S21_Maxbin2out.022
PUL0256,X,Li32144_S21_Metabat2_binout.7
PUL0256,X,Li32205_S82_Metabat2_binout.75
PUL0256,X,Li32195_S72_Metabat2_binout.59
PUL0256,X,Li32155_S32_Metabat2_binout.128
PUL0256,X,Li32130_S7_Metabat2_binout.40
PUL0257,X,Li32168_S45_Metabat2_binout.62
PUL0257,X,Li32130_S7_Maxbin2out.001
PUL0257,X,Li32132_S9_Metabat2_binout.17
PUL0257,X,Li32170_S47_Maxbin2out.026
PUL0257,X,Li32163_S40_Maxbin2out.038
PUL0257,X,Li32142_S19_Metabat2_binout.46
PUL0257,X,Li32144_S21_Metabat2_binout.22
PUL0258,X,Li32131_S8_Metabat2_binout.125
PUL0258,X,Li32201_S78_Metabat2_binout.1
PUL0258,X,Li32185_S62_Maxbin2out.017
PUL0258,X,Li32153_S30_Metabat2_binout.112
PUL0258,X,Li32206_S83_Maxbin2out.004
PUL0258,X,Li32130_S7_Maxbin2out.005
PUL0258,X,Li32133_S10_Metabat2_binout.43
PUL0258,X,Li32185_S62_Maxbin2out.008
PUL0258,X,Li32206_S83_Metabat2_binout.114
PUL0258,X,Li32176_S53_Metabat2_binout.13
PUL0258,X,Li32177_S54_Metabat2_binout.56
PUL0258,X,Li32144_S21_Maxbin2out.022
PUL0258,X,Li32206_S83_Maxbin2out.035
PUL0258,X,Li32206_S83_Maxbin2out.035
PUL0258,X,Li32161_S38_Metabat2_binout.60
PUL0258,X,Li32188_S65_Metabat2_binout.47
PUL0258,X,Li32127_S4_Metabat2_binout.55
PUL0258,X,Li32200_S77_Maxbin2out.010
PUL0258,X,Li32156_S33_Metabat2_binout.14
PUL0258,X,Li32156_S33_Metabat2_binout.14
PUL0258,X,Li32203_S80_Metabat2_binout.64
PUL0258,X,Li32144_S21_Metabat2_binout.18
PUL0258,X,Li32197_S74_Metabat2_binout.12
PUL0258,X,Li32205_S82_Maxbin2out.018
PUL0258,X,Li32205_S82_Maxbin2out.018
PUL0258,X,Li32185_S62_Metabat2_binout.103
PUL0258,X,Li32205_S82_Metabat2_binout.92
PUL0258,X,Li32124_S1_Metabat2_binout.46
PUL0258,X,Li32170_S47_Metabat2_binout.88
PUL0258,X,Li32203_S80_Metabat2_binout.8
PUL0258,X,Li32172_S49_Metabat2_binout.29
PUL0258,X,Li32125_S2_Metabat2_binout.16
PUL0258,X,Li32184_S61_Metabat2_binout.24
PUL0258,X,Li32145_S22_Metabat2_binout.132
PUL0258,X,Li32145_S22_Metabat2_binout.132
PUL0258,X,Li32145_S22_Metabat2_binout.139
PUL0258,X,Li32172_S49_Metabat2_binout.38
PUL0258,X,Li32172_S49_Metabat2_binout.38
PUL0258,X,Li32176_S53_Metabat2_binout.63
PUL0258,X,Li32205_S82_Metabat2_binout.49
PUL0259,X,Li32179_S56_Metabat2_binout.141
PUL0259,X,Li32132_S9_Metabat2_binout.17
PUL0259,X,Li32132_S9_Maxbin2out.002
PUL0259,X,Li32185_S62_Maxbin2out.047
PUL0259,X,Li32136_S13_Metabat2_binout.101
PUL0259,X,Li32154_S31_Maxbin2out.019
PUL0259,X,Li32136_S13_Metabat2_binout.4
PUL0259,X,Li32176_S53_Metabat2_binout.27
PUL0259,X,Li32184_S61_Metabat2_binout.24
PUL0259,X,Li32177_S54_Metabat2_binout.46
PUL0261,X,Li32143_S20_Metabat2_binout.51
PUL0261,X,Li32130_S7_Maxbin2out.001
PUL0261,X,Li32152_S29_Metabat2_binout.19
PUL0261,X,Li32137_S14_Metabat2_binout.51
PUL0261,X,Li32137_S14_Metabat2_binout.51
PUL0261,X,Li32161_S38_Metabat2_binout.51
PUL0261,X,Li32176_S53_Metabat2_binout.60
PUL0261,X,Li32170_S47_Maxbin2out.026
PUL0261,X,Li32177_S54_Metabat2_binout.147
PUL0261,X,Li32132_S9_Maxbin2out.002
PUL0261,X,Li32174_S51_Metabat2_binout.92
PUL0261,X,Li32184_S61_Metabat2_binout.66
PUL0261,X,Li32185_S62_Metabat2_binout.65
PUL0261,X,Li32177_S54_Metabat2_binout.56
PUL0261,X,Li32198_S75_Metabat2_binout.133
PUL0261,X,Li32146_S23_Maxbin2out.027
PUL0261,X,Li32152_S29_Metabat2_binout.124
PUL0261,X,Li32132_S9_Metabat2_binout.122
PUL0261,X,Li32165_S42_Metabat2_binout.103
PUL0261,X,Li32146_S23_Maxbin2out.031
PUL0261,X,Li32134_S11_Metabat2_binout.26
PUL0261,X,Li32196_S73_Metabat2_binout.17
PUL0261,X,Li32195_S72_Metabat2_binout.83
PUL0261,X,Li32144_S21_Metabat2_binout.53
PUL0261,X,Li32143_S20_Metabat2_binout.18
PUL0261,X,Li32168_S45_Maxbin2out.030
PUL0270,X,Li32141_S18_Metabat2_binout.32
PUL0270,X,Li32158_S35_Metabat2_binout.121
PUL0270,X,Li32170_S47_Metabat2_binout.3
PUL0270,X,Li32133_S10_Maxbin2out.038
PUL0270,X,Li32177_S54_Metabat2_binout.60
PUL0270,X,Li32151_S28_Metabat2_binout.3
PUL0270,X,Li32159_S36_Metabat2_binout.92
PUL0270,X,Li32130_S7_Metabat2_binout.40
PUL0280,X,Li32154_S31_Maxbin2out.037
PUL0280,X,Li32131_S8_Metabat2_binout.70
PUL0280,X,Li32161_S38_Metabat2_binout.47
PUL0280,X,Li32206_S83_Metabat2_binout.57
PUL0280,X,Li32149_S26_Metabat2_binout.12
PUL0280,X,Li32136_S13_Maxbin2out.024
PUL0280,X,Li32176_S53_Metabat2_binout.70
PUL0280,X,Li32174_S51_Metabat2_binout.99
PUL0280,X,Li32153_S30_Metabat2_binout.74
PUL0280,X,Li32134_S11_Metabat2_binout.28
PUL0280,X,Li32206_S83_Metabat2_binout.109
PUL0280,X,Li32125_S2_Metabat2_binout.89
PUL0280,X,Li32200_S77_Metabat2_binout.55
PUL0280,X,Li32124_S1_Metabat2_binout.46
PUL0280,X,Li32205_S82_Maxbin2out.020
PUL0280,X,Li32127_S4_Maxbin2out.020
PUL0280,X,Li32126_S3_Metabat2_binout.127
PUL0280,X,Li32137_S14_Maxbin2out.008
PUL0280,X,Li32143_S20_Metabat2_binout.23
PUL0281,X,Li32179_S56_Metabat2_binout.141
PUL0281,X,Li32197_S74_Metabat2_binout.119
PUL0281,X,Li32142_S19_Metabat2_binout.103
PUL0281,X,Li32137_S14_Metabat2_binout.62
PUL0281,X,Li32143_S20_Metabat2_binout.22
PUL0281,X,Li32177_S54_Metabat2_binout.147
PUL0281,X,Li32136_S13_Metabat2_binout.101
PUL0281,X,Li32174_S51_Metabat2_binout.92
PUL0281,X,Li32160_S37_Metabat2_binout.3
PUL0281,X,Li32206_S83_Maxbin2out.035
PUL0281,X,Li32205_S82_Metabat2_binout.116
PUL0281,X,Li32151_S28_Metabat2_binout.143
PUL0281,X,Li32191_S68_Maxbin2out.012
PUL0281,X,Li32135_S12_Maxbin2out.006
PUL0281,X,Li32204_S81_Maxbin2out.010
PUL0281,X,Li32157_S34_Metabat2_binout.27
PUL0281,X,Li32162_S39_Metabat2_binout.75
PUL0286,X,Li32132_S9_Maxbin2out.002
PUL0286,X,Li32157_S34_Maxbin2out.016
PUL0286,X,Li32144_S21_Metabat2_binout.91
PUL0286,X,Li32202_S79_Metabat2_binout.54
PUL0324,X,Li32206_S83_Metabat2_binout.117
PUL0324,X,Li32131_S8_Maxbin2out.005
PUL0324,X,Li32184_S61_Metabat2_binout.66
PUL0324,X,Li32188_S65_Metabat2_binout.49
PUL0324,X,Li32142_S19_Metabat2_binout.77
PUL0324,X,Li32205_S82_Maxbin2out.003
PUL0324,X,Li32205_S82_Metabat2_binout.116
PUL0324,X,Li32184_S61_Metabat2_binout.82
PUL0324,X,Li32200_S77_Maxbin2out.010
PUL0324,X,Li32185_S62_Maxbin2out.027
PUL0324,X,Li32171_S48_Metabat2_binout.107
PUL0324,X,Li32189_S66_Metabat2_binout.68
PUL0324,X,Li32197_S74_Metabat2_binout.47
PUL0324,X,Li32141_S18_Maxbin2out.045
PUL0324,X,Li32184_S61_Metabat2_binout.24
PUL0324,X,Li32157_S34_Metabat2_binout.27
PUL0324,X,Li32131_S8_Maxbin2out.019
PUL0324,X,Li32185_S62_Metabat2_binout.62
PUL0350,X,Li32177_S54_Metabat2_binout.117
PUL0350,X,Li32158_S35_Metabat2_binout.103
PUL0350,X,Li32142_S19_Metabat2_binout.45
PUL0388,X,Li32172_S49_Metabat2_binout.38
PUL0429,X,Li32166_S43_Metabat2_binout.45
PUL0429,X,Li32181_S58_Maxbin2out.011
PUL0429,X,Li32137_S14_Metabat2_binout.51
PUL0429,X,Li32138_S15_Metabat2_binout.85
PUL0429,X,Li32136_S13_Metabat2_binout.101
PUL0429,X,Li32185_S62_Metabat2_binout.65
PUL0429,X,Li32185_S62_Metabat2_binout.65
PUL0429,X,Li32176_S53_Metabat2_binout.27
PUL0429,X,Li32199_S76_Maxbin2out.034
PUL0429,X,Li32162_S39_Metabat2_binout.46
PUL0429,X,Li32135_S12_Metabat2_binout.15
PUL0429,X,Li32169_S46_Metabat2_binout.91
PUL0429,X,Li32158_S35_Metabat2_binout.103
PUL0429,X,Li32139_S16_Metabat2_binout.67
PUL0429,X,Li32151_S28_Metabat2_binout.3
PUL0429,X,Li32134_S11_Metabat2_binout.26
PUL0432,X,Li32132_S9_Metabat2_binout.17
PUL0451,X,Li32145_S22_Metabat2_binout.158
PUL0451,X,Li32176_S53_Metabat2_binout.30
PUL0451,X,Li32188_S65_Metabat2_binout.2
PUL0451,X,Li32172_S49_Metabat2_binout.38
PUL0452,X,Li32143_S20_Metabat2_binout.83
PUL0452,X,Li32188_S65_Maxbin2out.019
PUL0452,X,Li32190_S67_Metabat2_binout.8
PUL0452,X,Li32155_S32_Maxbin2out.009
PUL0452,X,Li32143_S20_Metabat2_binout.22
PUL0452,X,Li32129_S6_Metabat2_binout.40
PUL0452,X,Li32140_S17_Maxbin2out.011
PUL0452,X,Li32203_S80_Maxbin2out.019
PUL0452,X,Li32148_S25_Metabat2_binout.33
PUL0452,X,Li32146_S23_Metabat2_binout.77
PUL0452,X,Li32161_S38_Maxbin2out.038
PUL0452,X,Li32194_S71_Metabat2_binout.45
PUL0452,X,Li32136_S13_Maxbin2out.024
PUL0452,X,Li32199_S76_Metabat2_binout.8
PUL0452,X,Li32199_S76_Metabat2_binout.8
PUL0452,X,Li32187_S64_Metabat2_binout.20
PUL0452,X,Li32177_S54_Metabat2_binout.117
PUL0452,X,Li32185_S62_Maxbin2out.038
PUL0452,X,Li32185_S62_Maxbin2out.027
PUL0452,X,Li32151_S28_Maxbin2out.012
PUL0452,X,Li32206_S83_Metabat2_binout.65
PUL0452,X,Li32141_S18_Maxbin2out.042
PUL0452,X,Li32203_S80_Metabat2_binout.49
PUL0452,X,Li32165_S42_Metabat2_binout.30
PUL0452,X,Li32185_S62_Maxbin2out.028
PUL0452,X,Li32195_S72_Metabat2_binout.7
PUL0452,X,Li32195_S72_Metabat2_binout.7
PUL0452,X,Li32140_S17_Maxbin2out.036
PUL0452,X,Li32172_S49_Metabat2_binout.38
PUL0452,X,Li32151_S28_Metabat2_binout.89
PUL0452,X,Li32139_S16_Maxbin2out.018
PUL0489,X,Li32143_S20_Metabat2_binout.83
PUL0489,X,Li32132_S9_Maxbin2out.006
PUL0489,X,Li32170_S47_Maxbin2out.026
PUL0489,X,Li32203_S80_Maxbin2out.019
PUL0489,X,Li32142_S19_Maxbin2out.014
PUL0489,X,Li32199_S76_Metabat2_binout.8
PUL0489,X,Li32189_S66_Metabat2_binout.87
PUL0489,X,Li32134_S11_Maxbin2out.052
PUL0489,X,Li32160_S37_Maxbin2out.018
PUL0492,X,Li32144_S21_Metabat2_binout.15
PUL0492,X,Li32131_S8_Metabat2_binout.116
PUL0492,X,Li32181_S58_Maxbin2out.011
PUL0492,X,Li32203_S80_Metabat2_binout.7
PUL0492,X,Li32203_S80_Maxbin2out.007
PUL0492,X,Li32191_S68_Metabat2_binout.40
PUL0492,X,Li32189_S66_Metabat2_binout.87
PUL0492,X,Li32153_S30_Maxbin2out.019
PUL0492,X,Li32149_S26_Maxbin2out.036
PUL0492,X,Li32205_S82_Metabat2_binout.116
PUL0492,X,Li32152_S29_Metabat2_binout.124
PUL0492,X,Li32152_S29_Metabat2_binout.38
PUL0492,X,Li32197_S74_Metabat2_binout.47
PUL0492,X,Li32184_S61_Metabat2_binout.67
PUL0492,X,Li32141_S18_Maxbin2out.045
PUL0493,X,Li32137_S14_Metabat2_binout.51
PUL0494,X,Li32168_S45_Metabat2_binout.62
PUL0494,X,Li32174_S51_Maxbin2out.028
PUL0494,X,Li32143_S20_Metabat2_binout.48
PUL0494,X,Li32167_S44_Maxbin2out.011
PUL0494,X,Li32161_S38_Metabat2_binout.6
PUL0494,X,Li32166_S43_Metabat2_binout.54
PUL0494,X,Li32134_S11_Metabat2_binout.26
PUL0495,X,Li32130_S7_Metabat2_binout.82
PUL0495,X,Li32181_S58_Maxbin2out.011
PUL0495,X,Li32179_S56_Metabat2_binout.141
PUL0495,X,Li32166_S43_Metabat2_binout.71
PUL0495,X,Li32195_S72_Metabat2_binout.19
PUL0495,X,Li32195_S72_Metabat2_binout.19
PUL0495,X,Li32150_S27_Metabat2_binout.82
PUL0495,X,Li32143_S20_Metabat2_binout.55
PUL0495,X,Li32187_S64_Maxbin2out.044
PUL0495,X,Li32170_S47_Metabat2_binout.56
PUL0495,X,Li32185_S62_Maxbin2out.047
PUL0495,X,Li32142_S19_Metabat2_binout.89
PUL0495,X,Li32203_S80_Maxbin2out.019
PUL0495,X,Li32166_S43_Metabat2_binout.136
PUL0495,X,Li32144_S21_Metabat2_binout.105
PUL0495,X,Li32194_S71_Metabat2_binout.45
PUL0495,X,Li32184_S61_Metabat2_binout.87
PUL0495,X,Li32191_S68_Metabat2_binout.40
PUL0495,X,Li32185_S62_Maxbin2out.018
PUL0495,X,Li32177_S54_Metabat2_binout.56
PUL0495,X,Li32185_S62_Metabat2_binout.81
PUL0495,X,Li32199_S76_Metabat2_binout.8
PUL0495,X,Li32198_S75_Metabat2_binout.133
PUL0495,X,Li32175_S52_Metabat2_binout.118
PUL0495,X,Li32143_S20_Metabat2_binout.64
PUL0495,X,Li32148_S25_Metabat2_binout.105
PUL0495,X,Li32149_S26_Maxbin2out.036
PUL0495,X,Li32142_S19_Metabat2_binout.54
PUL0495,X,Li32152_S29_Metabat2_binout.124
PUL0495,X,Li32148_S25_Metabat2_binout.102
PUL0495,X,Li32164_S41_Metabat2_binout.1
PUL0495,X,Li32134_S11_Metabat2_binout.28
PUL0495,X,Li32131_S8_Maxbin2out.008
PUL0495,X,Li32190_S67_Metabat2_binout.49
PUL0495,X,Li32124_S1_Metabat2_binout.46
PUL0495,X,Li32141_S18_Maxbin2out.045
PUL0495,X,Li32141_S18_Maxbin2out.045
PUL0495,X,Li32134_S11_Metabat2_binout.63
PUL0495,X,Li32195_S72_Metabat2_binout.97
PUL0495,X,Li32165_S42_Metabat2_binout.30
PUL0495,X,Li32164_S41_Metabat2_binout.49
PUL0495,X,Li32177_S54_Metabat2_binout.49
PUL0495,X,Li32195_S72_Metabat2_binout.83
PUL0495,X,Li32134_S11_Metabat2_binout.38
PUL0495,X,Li32134_S11_Metabat2_binout.38
PUL0495,X,Li32200_S77_Metabat2_binout.125
PUL0495,X,Li32168_S45_Maxbin2out.030
PUL0495,X,Li32166_S43_Maxbin2out.026
PUL0496,X,Li32130_S7_Maxbin2out.005
PUL0496,X,Li32195_S72_Metabat2_binout.32
PUL0496,X,Li32206_S83_Metabat2_binout.57
PUL0496,X,Li32142_S19_Metabat2_binout.89
PUL0496,X,Li32144_S21_Metabat2_binout.105
PUL0496,X,Li32206_S83_Metabat2_binout.114
PUL0496,X,Li32147_S24_Metabat2_binout.24
PUL0496,X,Li32199_S76_Maxbin2out.034
PUL0496,X,Li32152_S29_Maxbin2out.032
PUL0496,X,Li32161_S38_Metabat2_binout.6
PUL0496,X,Li32170_S47_Maxbin2out.002
PUL0496,X,Li32205_S82_Maxbin2out.018
PUL0496,X,Li32165_S42_Metabat2_binout.103
PUL0496,X,Li32165_S42_Metabat2_binout.103
PUL0496,X,Li32154_S31_Metabat2_binout.97
PUL0496,X,Li32184_S61_Metabat2_binout.76
PUL0496,X,Li32144_S21_Maxbin2out.005
PUL0496,X,Li32134_S11_Metabat2_binout.26
PUL0496,X,Li32151_S28_Metabat2_binout.46
PUL0498,X,Li32130_S7_Metabat2_binout.24
PUL0498,X,Li32137_S14_Metabat2_binout.51
PUL0498,X,Li32136_S13_Metabat2_binout.42
PUL0498,X,Li32206_S83_Maxbin2out.043
PUL0498,X,Li32170_S47_Metabat2_binout.64
PUL0498,X,Li32153_S30_Metabat2_binout.122
PUL0498,X,Li32185_S62_Maxbin2out.018
PUL0498,X,Li32165_S42_Metabat2_binout.103
PUL0498,X,Li32184_S61_Metabat2_binout.76
PUL0498,X,Li32131_S8_Metabat2_binout.47
PUL0499,X,Li32186_S63_Maxbin2out.006
PUL0499,X,Li32153_S30_Metabat2_binout.89
PUL0499,X,Li32187_S64_Maxbin2out.044
PUL0499,X,Li32128_S5_Maxbin2out.003
PUL0499,X,Li32136_S13_Metabat2_binout.3
PUL0500,X,Li32176_S53_Metabat2_binout.27
PUL0500,X,Li32164_S41_Metabat2_binout.1
PUL0500,X,Li32205_S82_Maxbin2out.020
PUL0500,X,Li32134_S11_Metabat2_binout.26
PUL0500,X,Li32158_S35_Maxbin2out.029
PUL0500,X,Li32125_S2_Metabat2_binout.60
PUL0500,X,Li32144_S21_Metabat2_binout.53
PUL0501,X,Li32130_S7_Metabat2_binout.82
PUL0501,X,Li32205_S82_Metabat2_binout.96
PUL0501,X,Li32199_S76_Maxbin2out.014
PUL0501,X,Li32144_S21_Maxbin2out.014
PUL0501,X,Li32157_S34_Maxbin2out.013
PUL0501,X,Li32201_S78_Maxbin2out.041
PUL0501,X,Li32163_S40_Maxbin2out.038
PUL0501,X,Li32181_S58_Maxbin2out.013
PUL0501,X,Li32151_S28_Metabat2_binout.74
PUL0501,X,Li32159_S36_Maxbin2out.008
PUL0501,X,Li32165_S42_Maxbin2out.075
PUL0501,X,Li32177_S54_Metabat2_binout.125
PUL0501,X,Li32145_S22_Maxbin2out.069
PUL0501,X,Li32175_S52_Metabat2_binout.56
PUL0501,X,Li32130_S7_Metabat2_binout.102
PUL0501,X,Li32195_S72_Metabat2_binout.59
PUL0502,X,Li32132_S9_Metabat2_binout.122
PUL0502,X,Li32151_S28_Metabat2_binout.128
PUL0502,X,Li32205_S82_Maxbin2out.020
PUL0503,X,Li32206_S83_Maxbin2out.043
PUL0503,X,Li32148_S25_Metabat2_binout.102
PUL0504,X,Li32185_S62_Metabat2_binout.64
PUL0504,X,Li32154_S31_Maxbin2out.019
PUL0504,X,Li32137_S14_Metabat2_binout.36
PUL0504,X,Li32151_S28_Metabat2_binout.66
PUL0504,X,Li32125_S2_Metabat2_binout.16
PUL0504,X,Li32172_S49_Metabat2_binout.38
PUL0505,X,Li32130_S7_Metabat2_binout.24
PUL0505,X,Li32165_S42_Metabat2_binout.21
PUL0505,X,Li32137_S14_Metabat2_binout.51
PUL0505,X,Li32137_S14_Metabat2_binout.51
PUL0505,X,Li32137_S14_Metabat2_binout.51
PUL0505,X,Li32130_S7_Maxbin2out.047
PUL0505,X,Li32130_S7_Maxbin2out.005
PUL0505,X,Li32144_S21_Maxbin2out.030
PUL0505,X,Li32176_S53_Metabat2_binout.60
PUL0505,X,Li32136_S13_Metabat2_binout.42
PUL0505,X,Li32199_S76_Maxbin2out.014
PUL0505,X,Li32160_S37_Metabat2_binout.23
PUL0505,X,Li32132_S9_Maxbin2out.002
PUL0505,X,Li32206_S83_Metabat2_binout.57
PUL0505,X,Li32147_S24_Metabat2_binout.132
PUL0505,X,Li32184_S61_Metabat2_binout.89
PUL0505,X,Li32144_S21_Metabat2_binout.75
PUL0505,X,Li32184_S61_Metabat2_binout.87
PUL0505,X,Li32206_S83_Metabat2_binout.114
PUL0505,X,Li32191_S68_Metabat2_binout.40
PUL0505,X,Li32176_S53_Metabat2_binout.27
PUL0505,X,Li32144_S21_Metabat2_binout.32
PUL0505,X,Li32187_S64_Metabat2_binout.74
PUL0505,X,Li32152_S29_Metabat2_binout.124
PUL0505,X,Li32148_S25_Metabat2_binout.102
PUL0505,X,Li32203_S80_Maxbin2out.014
PUL0505,X,Li32170_S47_Maxbin2out.002
PUL0505,X,Li32199_S76_Maxbin2out.042
PUL0505,X,Li32191_S68_Metabat2_binout.47
PUL0505,X,Li32165_S42_Metabat2_binout.17
PUL0505,X,Li32205_S82_Maxbin2out.018
PUL0505,X,Li32144_S21_Metabat2_binout.7
PUL0505,X,Li32206_S83_Metabat2_binout.6
PUL0505,X,Li32137_S14_Maxbin2out.008
PUL0505,X,Li32151_S28_Metabat2_binout.89
PUL0506,X,Li32138_S15_Metabat2_binout.85
PUL0506,X,Li32185_S62_Maxbin2out.013
PUL0506,X,Li32136_S13_Metabat2_binout.4
PUL0506,X,Li32152_S29_Metabat2_binout.124
PUL0506,X,Li32145_S22_Metabat2_binout.121
PUL0506,X,Li32130_S7_Metabat2_binout.102
PUL0506,X,Li32146_S23_Maxbin2out.031
PUL0507,X,Li32192_S69_Metabat2_binout.90
PUL0509,X,Li32145_S22_Maxbin2out.010
PUL0509,X,Li32138_S15_Metabat2_binout.21
PUL0509,X,Li32162_S39_Metabat2_binout.120
PUL0509,X,Li32166_S43_Metabat2_binout.54
PUL0509,X,Li32198_S75_Metabat2_binout.53
PUL0509,X,Li32157_S34_Metabat2_binout.34
PUL0510,X,Li32206_S83_Metabat2_binout.117
PUL0510,X,Li32157_S34_Maxbin2out.010
PUL0510,X,Li32179_S56_Maxbin2out.002
PUL0510,X,Li32158_S35_Maxbin2out.022
PUL0510,X,Li32164_S41_Maxbin2out.028
PUL0510,X,Li32130_S7_Maxbin2out.001
PUL0510,X,Li32130_S7_Maxbin2out.001
PUL0510,X,Li32166_S43_Metabat2_binout.45
PUL0510,X,Li32131_S8_Maxbin2out.047
PUL0510,X,Li32157_S34_Maxbin2out.033
PUL0510,X,Li32147_S24_Metabat2_binout.98
PUL0510,X,Li32181_S58_Maxbin2out.011
PUL0510,X,Li32149_S26_Maxbin2out.038
PUL0510,X,Li32154_S31_Maxbin2out.037
PUL0510,X,Li32154_S31_Maxbin2out.037
PUL0510,X,Li32203_S80_Metabat2_binout.7
PUL0510,X,Li32152_S29_Metabat2_binout.19
PUL0510,X,Li32166_S43_Metabat2_binout.71
PUL0510,X,Li32188_S65_Maxbin2out.019
PUL0510,X,Li32137_S14_Metabat2_binout.51
PUL0510,X,Li32137_S14_Metabat2_binout.51
PUL0510,X,Li32202_S79_Maxbin2out.009
PUL0510,X,Li32130_S7_Maxbin2out.047
PUL0510,X,Li32171_S48_Metabat2_binout.2
PUL0510,X,Li32143_S20_Metabat2_binout.37
PUL0510,X,Li32205_S82_Maxbin2out.026
PUL0510,X,Li32144_S21_Maxbin2out.030
PUL0510,X,Li32143_S20_Metabat2_binout.59
PUL0510,X,Li32143_S20_Metabat2_binout.59
PUL0510,X,Li32138_S15_Metabat2_binout.21
PUL0510,X,Li32158_S35_Maxbin2out.026
PUL0510,X,Li32158_S35_Maxbin2out.026
PUL0510,X,Li32134_S11_Maxbin2out.008
PUL0510,X,Li32134_S11_Maxbin2out.008
PUL0510,X,Li32136_S13_Metabat2_binout.42
PUL0510,X,Li32148_S25_Metabat2_binout.46
PUL0510,X,Li32148_S25_Metabat2_binout.46
PUL0510,X,Li32143_S20_Metabat2_binout.22
PUL0510,X,Li32143_S20_Metabat2_binout.22
PUL0510,X,Li32161_S38_Metabat2_binout.47
PUL0510,X,Li32170_S47_Metabat2_binout.63
PUL0510,X,Li32160_S37_Metabat2_binout.23
PUL0510,X,Li32138_S15_Metabat2_binout.85
PUL0510,X,Li32206_S83_Maxbin2out.043
PUL0510,X,Li32153_S30_Metabat2_binout.89
PUL0510,X,Li32177_S54_Metabat2_binout.147
PUL0510,X,Li32177_S54_Metabat2_binout.147
PUL0510,X,Li32187_S64_Maxbin2out.044
PUL0510,X,Li32132_S9_Metabat2_binout.16
PUL0510,X,Li32132_S9_Metabat2_binout.16
PUL0510,X,Li32183_S60_Metabat2_binout.89
PUL0510,X,Li32206_S83_Metabat2_binout.57
PUL0510,X,Li32206_S83_Metabat2_binout.57
PUL0510,X,Li32147_S24_Metabat2_binout.132
PUL0510,X,Li32142_S19_Metabat2_binout.89
PUL0510,X,Li32203_S80_Maxbin2out.019
