PUL ID,PUL_substrate,Sample ID
PUL0454,alpha-glucan,Li32143_S20_Metabat2_binout.51
PUL0454,alpha-glucan,Li32131_S8_Metabat2_binout.70
PUL0454,alpha-glucan,Li32131_S8_Maxbin2out.005
PUL0454,alpha-glucan,Li32131_S8_Maxbin2out.005
PUL0454,alpha-glucan,Li32160_S37_Metabat2_binout.23
PUL0454,alpha-glucan,Li32132_S9_Maxbin2out.002
PUL0454,alpha-glucan,Li32149_S26_Metabat2_binout.12
PUL0454,alpha-glucan,Li32197_S74_Metabat2_binout.84
PUL0454,alpha-glucan,Li32181_S58_Metabat2_binout.11
PUL0454,alpha-glucan,Li32197_S74_Maxbin2out.009
PUL0454,alpha-glucan,Li32159_S36_Metabat2_binout.51
PUL0454,alpha-glucan,Li32177_S54_Metabat2_binout.56
PUL0454,alpha-glucan,Li32137_S14_Metabat2_binout.43
PUL0454,alpha-glucan,Li32205_S82_Maxbin2out.003
PUL0454,alpha-glucan,Li32145_S22_Maxbin2out.001
PUL0454,alpha-glucan,Li32163_S40_Maxbin2out.032
PUL0454,alpha-glucan,Li32142_S19_Metabat2_binout.54
PUL0454,alpha-glucan,Li32185_S62_Maxbin2out.038
PUL0454,alpha-glucan,Li32142_S19_Metabat2_binout.45
PUL0454,alpha-glucan,Li32142_S19_Metabat2_binout.13
PUL0454,alpha-glucan,Li32179_S56_Metabat2_binout.97
PUL0454,alpha-glucan,Li32206_S83_Metabat2_binout.105
PUL0454,alpha-glucan,Li32125_S2_Metabat2_binout.16
PUL0454,alpha-glucan,Li32172_S49_Metabat2_binout.38
PUL0454,alpha-glucan,Li32166_S43_Maxbin2out.026
PUL0454,alpha-glucan,Li32202_S79_Metabat2_binout.54
PUL0454,alpha-glucan,Li32153_S30_Maxbin2out.001
PUL0473,alpha-glucan,Li32160_S37_Metabat2_binout.23
PUL0473,alpha-glucan,Li32138_S15_Metabat2_binout.85
PUL0473,alpha-glucan,Li32164_S41_Metabat2_binout.1
PUL0473,alpha-glucan,Li32166_S43_Metabat2_binout.54
PUL0473,alpha-glucan,Li32206_S83_Metabat2_binout.105
PUL0611,alpha-glucan,Li32138_S15_Metabat2_binout.21
PUL0611,alpha-glucan,Li32174_S51_Metabat2_binout.92
PUL0611,alpha-glucan,Li32152_S29_Metabat2_binout.76
PUL0611,alpha-glucan,Li32153_S30_Metabat2_binout.122
PUL0611,alpha-glucan,Li32197_S74_Maxbin2out.009
PUL0611,alpha-glucan,Li32172_S49_Metabat2_binout.29
PUL0611,alpha-glucan,Li32205_S82_Maxbin2out.020
PUL0611,alpha-glucan,Li32145_S22_Metabat2_binout.132
PUL0161,alpha-mannan,Li32138_S15_Metabat2_binout.21
PUL0161,alpha-mannan,Li32195_S72_Metabat2_binout.32
PUL0161,alpha-mannan,Li32192_S69_Metabat2_binout.90
PUL0161,alpha-mannan,Li32154_S31_Metabat2_binout.97
PUL0161,alpha-mannan,Li32153_S30_Metabat2_binout.106
PUL0162,alpha-mannan,Li32181_S58_Maxbin2out.011
PUL0162,alpha-mannan,Li32146_S23_Metabat2_binout.6
PUL0162,alpha-mannan,Li32144_S21_Metabat2_binout.53
PUL0163,alpha-mannan,Li32153_S30_Metabat2_binout.63
PUL0163,alpha-mannan,Li32174_S51_Metabat2_binout.40
PUL0163,alpha-mannan,Li32205_S82_Metabat2_binout.96
PUL0163,alpha-mannan,Li32133_S10_Metabat2_binout.43
PUL0163,alpha-mannan,Li32185_S62_Metabat2_binout.65
PUL0163,alpha-mannan,Li32143_S20_Metabat2_binout.68
PUL0163,alpha-mannan,Li32191_S68_Metabat2_binout.40
PUL0163,alpha-mannan,Li32191_S68_Metabat2_binout.40
PUL0163,alpha-mannan,Li32160_S37_Metabat2_binout.3
PUL0163,alpha-mannan,Li32197_S74_Maxbin2out.025
PUL0163,alpha-mannan,Li32145_S22_Metabat2_binout.68
PUL0163,alpha-mannan,Li32143_S20_Metabat2_binout.64
PUL0163,alpha-mannan,Li32134_S11_Metabat2_binout.28
PUL0163,alpha-mannan,Li32151_S28_Metabat2_binout.3
PUL0163,alpha-mannan,Li32166_S43_Metabat2_binout.54
PUL0163,alpha-mannan,Li32166_S43_Metabat2_binout.54
PUL0163,alpha-mannan,Li32130_S7_Metabat2_binout.40
PUL0163,alpha-mannan,Li32185_S62_Metabat2_binout.13
PUL0375,alpha-mannan,Li32144_S21_Metabat2_binout.105
PUL0378,alpha-mannan,Li32181_S58_Maxbin2out.011
PUL0378,alpha-mannan,Li32160_S37_Metabat2_binout.23
PUL0378,alpha-mannan,Li32144_S21_Metabat2_binout.105
PUL0378,alpha-mannan,Li32158_S35_Metabat2_binout.103
PUL0378,alpha-mannan,Li32144_S21_Metabat2_binout.53
PUL0478,alpha-mannan,Li32196_S73_Metabat2_binout.112
PUL0574,alpha-mannan,Li32131_S8_Maxbin2out.047
PUL0574,alpha-mannan,Li32132_S9_Metabat2_binout.73
PUL0574,alpha-mannan,Li32136_S13_Metabat2_binout.42
PUL0574,alpha-mannan,Li32153_S30_Metabat2_binout.89
PUL0574,alpha-mannan,Li32174_S51_Metabat2_binout.92
PUL0574,alpha-mannan,Li32188_S65_Metabat2_binout.49
PUL0574,alpha-mannan,Li32191_S68_Metabat2_binout.40
PUL0574,alpha-mannan,Li32191_S68_Metabat2_binout.40
PUL0574,alpha-mannan,Li32144_S21_Metabat2_binout.32
PUL0574,alpha-mannan,Li32185_S62_Maxbin2out.038
PUL0574,alpha-mannan,Li32166_S43_Metabat2_binout.131
PUL0574,alpha-mannan,Li32132_S9_Metabat2_binout.71
PUL0574,alpha-mannan,Li32133_S10_Maxbin2out.038
PUL0574,alpha-mannan,Li32205_S82_Maxbin2out.018
PUL0574,alpha-mannan,Li32205_S82_Maxbin2out.018
PUL0574,alpha-mannan,Li32179_S56_Metabat2_binout.25
PUL0574,alpha-mannan,Li32151_S28_Metabat2_binout.3
PUL0574,alpha-mannan,Li32197_S74_Metabat2_binout.47
PUL0574,alpha-mannan,Li32203_S80_Metabat2_binout.8
PUL0574,alpha-mannan,Li32203_S80_Maxbin2out.015
PUL0574,alpha-mannan,Li32206_S83_Metabat2_binout.30
PUL0574,alpha-mannan,Li32206_S83_Metabat2_binout.30
PUL0574,alpha-mannan,Li32196_S73_Metabat2_binout.112
PUL0574,alpha-mannan,Li32130_S7_Metabat2_binout.56
PUL0574,alpha-mannan,Li32130_S7_Metabat2_binout.56
PUL0574,alpha-mannan,Li32168_S45_Maxbin2out.030
PUL0013,arabinogalactan,Li32130_S7_Metabat2_binout.24
PUL0013,arabinogalactan,Li32167_S44_Metabat2_binout.88
PUL0013,arabinogalactan,Li32131_S8_Metabat2_binout.125
PUL0013,arabinogalactan,Li32201_S78_Metabat2_binout.1
PUL0013,arabinogalactan,Li32168_S45_Metabat2_binout.62
PUL0013,arabinogalactan,Li32164_S41_Maxbin2out.028
PUL0013,arabinogalactan,Li32166_S43_Metabat2_binout.45
PUL0013,arabinogalactan,Li32166_S43_Metabat2_binout.45
PUL0013,arabinogalactan,Li32166_S43_Metabat2_binout.45
PUL0013,arabinogalactan,Li32147_S24_Metabat2_binout.2
PUL0013,arabinogalactan,Li32147_S24_Metabat2_binout.2
PUL0013,arabinogalactan,Li32157_S34_Maxbin2out.033
PUL0013,arabinogalactan,Li32179_S56_Metabat2_binout.141
PUL0013,arabinogalactan,Li32144_S21_Maxbin2out.039
PUL0013,arabinogalactan,Li32144_S21_Maxbin2out.039
PUL0013,arabinogalactan,Li32153_S30_Metabat2_binout.112
PUL0013,arabinogalactan,Li32153_S30_Metabat2_binout.112
PUL0013,arabinogalactan,Li32153_S30_Metabat2_binout.112
PUL0013,arabinogalactan,Li32161_S38_Metabat2_binout.51
PUL0013,arabinogalactan,Li32193_S70_Maxbin2out.037
PUL0013,arabinogalactan,Li32171_S48_Metabat2_binout.2
PUL0013,arabinogalactan,Li32132_S9_Maxbin2out.006
PUL0013,arabinogalactan,Li32176_S53_Metabat2_binout.34
PUL0013,arabinogalactan,Li32150_S27_Metabat2_binout.82
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.73
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.59
PUL0013,arabinogalactan,Li32160_S37_Metabat2_binout.1
PUL0013,arabinogalactan,Li32136_S13_Metabat2_binout.42
PUL0013,arabinogalactan,Li32136_S13_Metabat2_binout.42
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.22
PUL0013,arabinogalactan,Li32161_S38_Maxbin2out.057
PUL0013,arabinogalactan,Li32161_S38_Maxbin2out.057
PUL0013,arabinogalactan,Li32161_S38_Maxbin2out.057
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.28
PUL0013,arabinogalactan,Li32138_S15_Metabat2_binout.85
PUL0013,arabinogalactan,Li32153_S30_Metabat2_binout.89
PUL0013,arabinogalactan,Li32177_S54_Metabat2_binout.147
PUL0013,arabinogalactan,Li32177_S54_Metabat2_binout.147
PUL0013,arabinogalactan,Li32177_S54_Metabat2_binout.147
PUL0013,arabinogalactan,Li32177_S54_Metabat2_binout.147
PUL0013,arabinogalactan,Li32177_S54_Metabat2_binout.147
PUL0013,arabinogalactan,Li32187_S64_Maxbin2out.044
PUL0013,arabinogalactan,Li32206_S83_Metabat2_binout.57
PUL0013,arabinogalactan,Li32205_S82_Metabat2_binout.117
PUL0013,arabinogalactan,Li32147_S24_Metabat2_binout.132
PUL0013,arabinogalactan,Li32147_S24_Metabat2_binout.132
PUL0013,arabinogalactan,Li32179_S56_Maxbin2out.053
PUL0013,arabinogalactan,Li32174_S51_Metabat2_binout.92
PUL0013,arabinogalactan,Li32142_S19_Maxbin2out.014
PUL0013,arabinogalactan,Li32185_S62_Metabat2_binout.95
PUL0013,arabinogalactan,Li32133_S10_Metabat2_binout.43
PUL0013,arabinogalactan,Li32133_S10_Metabat2_binout.43
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.6
PUL0013,arabinogalactan,Li32131_S8_Metabat2_binout.44
PUL0013,arabinogalactan,Li32184_S61_Metabat2_binout.66
PUL0013,arabinogalactan,Li32183_S60_Metabat2_binout.101
PUL0013,arabinogalactan,Li32170_S47_Metabat2_binout.3
PUL0013,arabinogalactan,Li32170_S47_Metabat2_binout.3
PUL0013,arabinogalactan,Li32145_S22_Metabat2_binout.55
PUL0013,arabinogalactan,Li32145_S22_Metabat2_binout.55
PUL0013,arabinogalactan,Li32182_S59_Metabat2_binout.38
PUL0013,arabinogalactan,Li32182_S59_Metabat2_binout.38
PUL0013,arabinogalactan,Li32157_S34_Maxbin2out.016
PUL0013,arabinogalactan,Li32153_S30_Metabat2_binout.122
PUL0013,arabinogalactan,Li32206_S83_Metabat2_binout.114
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.68
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.68
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.68
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.68
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.68
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.68
PUL0013,arabinogalactan,Li32188_S65_Metabat2_binout.49
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32191_S68_Metabat2_binout.40
PUL0013,arabinogalactan,Li32131_S8_Metabat2_binout.89
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.109
PUL0013,arabinogalactan,Li32142_S19_Metabat2_binout.77
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.018
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.018
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.018
PUL0013,arabinogalactan,Li32185_S62_Metabat2_binout.68
PUL0013,arabinogalactan,Li32201_S78_Maxbin2out.041
PUL0013,arabinogalactan,Li32143_S20_Maxbin2out.023
PUL0013,arabinogalactan,Li32185_S62_Metabat2_binout.81
PUL0013,arabinogalactan,Li32142_S19_Metabat2_binout.86
PUL0013,arabinogalactan,Li32169_S46_Metabat2_binout.48
PUL0013,arabinogalactan,Li32166_S43_Maxbin2out.021
PUL0013,arabinogalactan,Li32137_S14_Metabat2_binout.36
PUL0013,arabinogalactan,Li32137_S14_Metabat2_binout.36
PUL0013,arabinogalactan,Li32144_S21_Maxbin2out.022
PUL0013,arabinogalactan,Li32128_S5_Maxbin2out.003
PUL0013,arabinogalactan,Li32161_S38_Metabat2_binout.60
PUL0013,arabinogalactan,Li32188_S65_Metabat2_binout.47
PUL0013,arabinogalactan,Li32188_S65_Metabat2_binout.47
PUL0013,arabinogalactan,Li32188_S65_Metabat2_binout.47
PUL0013,arabinogalactan,Li32180_S57_Metabat2_binout.120
PUL0013,arabinogalactan,Li32180_S57_Metabat2_binout.120
PUL0013,arabinogalactan,Li32180_S57_Metabat2_binout.120
PUL0013,arabinogalactan,Li32145_S22_Metabat2_binout.68
PUL0013,arabinogalactan,Li32198_S75_Metabat2_binout.133
PUL0013,arabinogalactan,Li32153_S30_Maxbin2out.019
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32143_S20_Metabat2_binout.64
PUL0013,arabinogalactan,Li32205_S82_Maxbin2out.003
PUL0013,arabinogalactan,Li32145_S22_Maxbin2out.001
PUL0013,arabinogalactan,Li32191_S68_Maxbin2out.030
PUL0013,arabinogalactan,Li32154_S31_Metabat2_binout.69
PUL0013,arabinogalactan,Li32148_S25_Metabat2_binout.105
PUL0013,arabinogalactan,Li32148_S25_Metabat2_binout.105
PUL0013,arabinogalactan,Li32148_S25_Metabat2_binout.105
PUL0013,arabinogalactan,Li32148_S25_Metabat2_binout.105
PUL0013,arabinogalactan,Li32149_S26_Maxbin2out.036
PUL0013,arabinogalactan,Li32205_S82_Metabat2_binout.116
PUL0013,arabinogalactan,Li32205_S82_Metabat2_binout.116
PUL0013,arabinogalactan,Li32150_S27_Metabat2_binout.73
PUL0013,arabinogalactan,Li32150_S27_Metabat2_binout.73
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.038
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.038
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.038
PUL0013,arabinogalactan,Li32151_S28_Metabat2_binout.74
PUL0013,arabinogalactan,Li32127_S4_Metabat2_binout.126
PUL0013,arabinogalactan,Li32127_S4_Metabat2_binout.131
PUL0013,arabinogalactan,Li32131_S8_Metabat2_binout.10
PUL0013,arabinogalactan,Li32185_S62_Maxbin2out.027
PUL0013,arabinogalactan,Li32147_S24_Metabat2_binout.140
PUL0013,arabinogalactan,Li32152_S29_Metabat2_binout.124
PUL0013,arabinogalactan,Li32152_S29_Metabat2_binout.124
PUL0013,arabinogalactan,Li32152_S29_Metabat2_binout.124
PUL0013,arabinogalactan,Li32203_S80_Metabat2_binout.55
PUL0013,arabinogalactan,Li32148_S25_Metabat2_binout.102
PUL0013,arabinogalactan,Li32169_S46_Metabat2_binout.90
PUL0013,arabinogalactan,Li32169_S46_Metabat2_binout.90
PUL0013,arabinogalactan,Li32151_S28_Maxbin2out.012
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.122
PUL0013,arabinogalactan,Li32201_S78_Maxbin2out.011
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.24
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.71
PUL0013,arabinogalactan,Li32132_S9_Metabat2_binout.71
PUL0013,arabinogalactan,Li32176_S53_Metabat2_binout.39
PUL0013,arabinogalactan,Li32176_S53_Metabat2_binout.39
PUL0013,arabinogalactan,Li32169_S46_Metabat2_binout.91
PUL0013,arabinogalactan,Li32133_S10_Maxbin2out.038
PUL0013,arabinogalactan,Li32150_S27_Maxbin2out.025
PUL0013,arabinogalactan,Li32150_S27_Maxbin2out.025
