clade_name,Li32124_S1,Li32125_S2,Li32126_S3,Li32127_S4,Li32128_S5,Li32129_S6,Li32130_S7,Li32131_S8,Li32132_S9,Li32133_S10,Li32134_S11,Li32135_S12,Li32136_S13,Li32137_S14,Li32138_S15,Li32139_S16,Li32140_S17,Li32141_S18,Li32142_S19,Li32143_S20,Li32144_S21,Li32145_S22,Li32146_S23,Li32147_S24,Li32148_S25,Li32149_S26,Li32150_S27,Li32151_S28,Li32152_S29,Li32153_S30,Li32154_S31,Li32155_S32,Li32156_S33,Li32157_S34,Li32158_S35,Li32159_S36,Li32160_S37,Li32161_S38,Li32162_S39,Li32163_S40,Li32164_S41,Li32165_S42,Li32166_S43,Li32167_S44,Li32168_S45,Li32169_S46,Li32170_S47,Li32171_S48,Li32172_S49,Li32173_S50,Li32174_S51,Li32175_S52,Li32176_S53,Li32177_S54,Li32178_S55,Li32179_S56,Li32180_S57,Li32181_S58,Li32182_S59,Li32183_S60,Li32184_S61,Li32185_S62,Li32186_S63,Li32187_S64,Li32188_S65,Li32189_S66,Li32190_S67,Li32191_S68,Li32192_S69,Li32193_S70,Li32194_S71,Li32195_S72,Li32196_S73,Li32197_S74,Li32198_S75,Li32199_S76,Li32200_S77,Li32201_S78,Li32202_S79,Li32203_S80,Li32204_S81,Li32205_S82,Li32206_S83,Li32207_S84
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales,1.2006,2.02634,1.76831,0.68065,0.52319,0.07794,0.9355,0.48633,0.65299,1.6796,0.96939,1.36911,0.52141,0.54689,0.27281,1.12597,1.38809,2.02618,0.00604,0,0,0.18187,0.19351,0.15,7.38903,3.90912,2.45211,0.51324,0.08561,0.00423,1.00457,1.19992,2.3566,0.04374,0.44807,0,0,1.39071,2.54842,0.9537,1.40372,0.22127,0.87588,0.23918,1.57842,8.46087,1.78779,2.45296,1.49276,2.54438,6.32498,0.72133,11.92415,2.22305,0.80069,1.46489,1.50968,1.12853,2.37309,0,0,1.49536,0.01376,0.00329,0.03281,0.70119,0.34368,5.16143,1.39338,1.49674,1.90532,0,0.00192,0,1.89078,1.12564,0,0,1.41974,4.2536,3.21448,2.09922,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales,0.93936,0.31266,0.46583,0.65786,0.39884,0.4471,0.62176,0.19686,0.29506,0.55548,0.27041,0.40247,1.11012,0.64841,0.35169,0.19717,0.46709,0.21905,1.58777,1.13372,3.59623,1.26118,0.48341,0.64846,2.33082,1.41049,0.87303,0.79525,0.32789,0.71135,0.50568,0.42392,1.08696,0.21766,0.08623,0.51709,0.13995,0.22785,0.71561,0.32895,0.22384,0.27848,0.67061,0.35078,0.18911,0.0931,0.09492,0.63911,0.19749,0.42324,1.12813,0.64875,2.10138,0.7018,0.23439,0.62407,0.21014,0.22185,0.8914,0.17948,0.74824,0.06386,0.39673,0.29506,0.23449,0.55552,0.37869,1.79317,0.96093,0.69359,0.80358,0.29965,1.00291,0.9014,0.40372,0.47797,0.57967,0.58877,0.28021,0.98898,1.2817,2.40072,2.11898,0.98996
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,0.74074,0.44601,0.08788,0.04278,0.37241,0.13262,0.17371,1.26501,0.85657,0.70836,0.94682,1.3705,0.34992,0.38394,0.42209,0.60887,0.46891,0.20932,0.04496,0.33923,0.00431,0.10438,0.16958,0.13158,0.02862,0.0122,0.06564,0.03219,0.15925,0.05175,0.12211,2.07686,0.01941,0.02047,0.6738,4.57712,1.64738,0.25882,0.02424,0.05359,0.03552,0.43419,1.0376,3.31473,1.96644,0.76956,1.68232,0.46174,0.98317,0.2613,0.27703,1.42237,0.59556,0.10159,0.82471,0.38134,1.16186,0.26606,0.03521,1.55946,0.33844,1.73051,0.03979,0.42579,0.14083,0.14418,1.54493,0.00121,0.73644,0.3161,0.08885,0,0.16576,0.09422,0.02043,0.15428,0.49116,0.48553,0.17956,0.00544,0.14545,0.12511,0.05544,0.09165
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765,0.73246,0,0,0.22093,0.00194,0,2.5119,1.8617,0.08017,0,0.00642,0,0,0,0,0.0446,0,0,0.00364,0,0,3.25781,3.15366,2.37338,0.01042,0.62755,1.14038,0.81187,1.33072,0.85063,0.08205,0.15796,0,0.26938,0,0,0,0.51288,0.55801,2.3036,0,0,0,0,0.06231,0.50551,1.05105,0,0.00105,0,0,0,0,3.55228,0.54571,10.19519,0,0,0,0,0,0.06938,0.12702,0.78297,0.07119,0.31698,0.00336,0,0,0,0,0,0,0,5.76348,1.42187,0.19921,0,0,0,0,0,0.07445,0.04326
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,0.45514,0.31114,0.15981,0.13362,0.21096,0,0.33159,0.39242,0.74091,0.39896,0.31921,0.47738,0.57085,0.45756,0.73935,0.47891,1.07403,1.34078,0.03513,0.22607,0.24758,0.56868,0.42319,0.3957,0.00181,0.00349,0,0.03065,0.14682,0.10494,0.08796,0.44393,0.00205,0.05749,0.24582,1.06689,0.39213,0.09591,0.05805,0.03718,0.03392,0,0.00439,0.001,0,0,0.0043,0,0,0,0.0438,0.16474,0.06075,0.55627,0.20523,0.35933,0.03028,0.00687,0,0.57896,1.22036,0.75092,0.00802,0.12997,0.20734,0.15183,0.30248,0.02462,0.48492,0.3202,0.28727,0.06449,0.25452,0.21657,0.00941,0,0.26801,0.27026,0.23668,0,0.46389,0.35007,0.13411,0.22471
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107,0.35974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01333,0,0.33277,0.658,0.3221,0,0,0.01254,0.00492,0.01372,0,0,0,0,0.03431,0,0,0,0,0,0,0,0,0,0,0.02291,0.05909,2.05662,0,0,0,0,0,0,0,0.01376,0.00547,0,0,0,0,0,0,0,0,0,0,0,0,0.38703,2.7988,0.50759,0,0,0,0,0,0.54847,0,0,0,0,0,0,0.01289
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,0.27806,0.04609,0.23977,2.2492,0.43262,0.08182,5.66936,0.70742,0.02495,0.09713,0.13081,0.25919,1.89298,1.82288,1.40479,0.37922,0.15145,0.02369,0.69002,0.34068,5.40593,0.06058,0.05176,0.13394,0.50094,0.99,0.69309,0.12882,0.0027,0.61194,1.22451,0.82824,2.23146,0.11879,0.05578,0.04972,0.03086,0.05912,0.45744,0.15437,1.76161,3.03926,4.46331,0.5126,2.45245,0.7917,0.57618,1.19228,0.86868,0.88051,23.23315,14.56607,8.65263,0.24688,0.14676,0.20718,0.10665,0.788,0.07401,0.01755,0.17582,0.09516,0.19471,0.24083,1.1481,0.62875,0.20464,2.34795,0.2779,0.53227,0.06531,0.02436,0.8653,0.03556,1.19132,0.2877,0.01215,0.0335,0.58013,0.91217,1.27747,3.18636,1.62249,0.09195
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048,0.2433,0.11694,0.25788,0.15958,0.01484,0,0.07146,0.05745,0.08148,0.05042,0.06273,0.0941,0.03404,0.05305,0.01414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06134,0.04392,0,0,0.05419,0.14325,0.03027,0.05181,0.07549,0.03258,0.01171,0,0,0,0.01577,0.01413,0.02526,0,0,0,0.14804,0.02685,0.08584,0.0276,0.05108,0.07349,0,0,0,0.00837,0.02166,0.01032,0.02362,0.11401,0.01769,0,0,0,0,0,0,0.01092,0,0.23963,0.12687,0.02471,0.02433,0,0,0,0
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales,0.1986,0.42677,0.36427,0.35089,1.17903,2.01191,0.11093,0.41692,0.17529,0.5104,0.56869,0.58876,1.51924,0.99457,1.08087,0.06625,0.03522,0.02562,0.24911,0.03981,0.04466,0.1969,0.9428,0.76219,0.82417,1.74344,1.21368,1.03762,0.64608,0.44721,0.89321,1.84295,4.76707,0.70536,0.28968,1.16571,0.44491,2.31036,3.42217,1.97302,2.37262,1.2568,3.06686,3.54938,0.04201,0.22135,0.15826,0.55594,1.10618,1.36197,0.34253,0.18662,0.041,0.6528,0.58435,0.44268,2.04734,3.00483,1.36182,1.28284,1.1458,1.27173,2.68115,1.88376,2.98019,0.12179,0.01067,0.62189,1.32507,1.80011,1.13914,0.76057,0.94411,0.90184,0.82983,1.84634,1.10029,1.74496,4.31168,7.45624,0.9146,1.64161,0.03873,0.14053
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292,0.18038,0.05049,0.10202,0.24217,0.1996,0,0,0,0,0,0.0046,0,0,0,0,0.00207,0.00294,0.00336,0.16728,0.21698,0.20211,0.2208,0.05052,0.08488,0.00274,0.00443,0,0,0,0,0.00081,0.00183,0.00125,0.00071,0,0.07032,0.0944,0,0,0,0,0.03904,0.04795,0.03302,0.00068,0,0.00351,0.02527,0.03146,0.05484,0.03861,0.01272,0.10204,0.09462,0.06964,0.09887,0.04338,0.05453,0.09262,0.03316,0.09439,0.10193,0,0,0,0.00214,0,0.04492,0.11426,0.04704,0.06441,0,0,0.01309,0,0,0.03933,0.05429,0,0,0.00881,0.00731,0.06688,0.02004
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491,0.05347,0,0,0,0,0.06583,0,0.00142,0.00093,0,0,0,0,0,0,0.02346,0.03208,0.02472,0.06304,0.04963,0.01239,0,0,0,0.0466,0.02098,0.0141,0,0,0,0.02312,0.04202,0.01931,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02771,0.02028,0.04262,0,0,0,0,0,0,0.0037,0.00518,0.00191,0.00148,0.00794,0.00558,0,0.01534,0.01445,0.00311,0.00449,0.00193,0.02759,0.02756,0.02784,0,0,0,0.01728,0.00815,0,0,0,0,0.01423,0.01148,0.00714,0.00377
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939,0.03666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31116,0.18714,0.08938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01257,0.03653,0.01219,0,0.00447,0.0054,0.02732,0.02009,0.10941,0.11205,0.053,0.04376,0,0,0,0,0,0,0,0,0,0.00312,0.01252,0,0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057,0.035,0,0.01531,0.06718,0.02583,0,0.00926,0.0179,0.01609,0,0,0,0.05844,0.05699,0.05746,0.02298,0.36404,0.04438,1.29903,0.89721,1.29761,0.00868,0.01186,0.02445,0.03112,0.03464,0.02192,0.01637,0.00113,0.08194,0.00174,0.00499,0.02249,0.00136,0.00732,0.10377,0,0.00528,0.012,0.00159,0.00689,0.03222,0.06095,0.05449,0,0.01417,0.00702,0.02015,0.01528,0,0.05716,0.00583,0.2545,0.01084,0,0.00492,0,0.00405,0.00798,0.08337,0.23115,0,0.00111,0.0142,0.00567,0,0.00136,0.02295,0.00924,0.00998,0.01857,0.0573,0.02234,0.20418,0.00648,0,0.03161,0.08142,0.01274,0.09264,0.01384,0.15409,0.90688,0.14336
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified,0.01735,0.01638,0.0032,0.01264,0.01834,0.09826,0.00054,0.00893,0.0121,0.08229,0.06463,0.05575,0.05466,0.13052,0.06639,0.0176,0.06391,0,0.00045,0,0,0.01031,0.00437,0.01962,0.01098,0.05786,0.0409,0.01597,0.02503,0.0062,0.06903,0.14568,0.00434,0.03032,0.07026,0.04858,0.01878,0,0,0,0,0.06592,0.07078,0.08147,0.07143,0.04657,0.08978,0.11863,0.10357,0.11321,0.04093,0.08527,0.02105,0.04979,0.01061,0.04232,0.01769,0.02603,0.04304,0.02297,0.01864,0.02816,0,0,0,0.008,0.02321,0,0.01601,0.07026,0.01397,0.06888,0.02199,0.068,0.05447,0.0324,0.03576,0.02333,0.03809,0,0.11197,0.02933,0,0.02034
k__Bacteria|p__Firmicutes|c__CFGB28775|o__OFGB28775,0.01551,0,0.11496,0,0,0,0,0,0,0.22111,0.12025,0.19939,0.0216,0.01419,0.0171,0.04923,0.17936,0.11762,0,0,0,0,0,0,0.03064,0.01331,0.02255,0,0,0,0.11417,0.11714,0.00554,0,0,0,0,0,0,0,0,0,0,0,0.07296,0.02263,0.06321,0,0,0,0.00636,0,0.01058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646,0,0,0,0,8.00E-05,0,0,0,0.07887,0.10815,0,0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126,0.01307,0,0,0.03603,0.00368,0,0,0,0,0,0,0,0.01342,0.01046,0.00213,0.00013,0.00254,0.01041,0.03518,0.00989,0.01306,0.00494,0.00712,0.01044,0,0.00334,0,0.00347,0,0.01047,0,0.00124,0,0,0.00015,0,0,0.00717,0.00246,0.00231,0,0.0036,0.0241,0.00989,0,0,0,0.0086,0.01355,0,0.0191,0.00194,0.00179,0.01065,0.0031,0.05516,0,0.0025,0.00053,0.00147,0.0083,0.00515,0,0.01209,0.0025,0,0,0,0.00491,0.00115,0.00497,0,0,0,0,0,0.00513,0,0.00913,0,0.01512,0.02212,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified,0.00878,0.00393,0.01483,0.01254,0.00685,0.04544,0.03253,0.07254,0.06054,0.40393,0.37495,0.76603,0.04849,0.02777,0.01516,0.01869,0.09949,0.07426,0.1267,0.36781,0.21564,0.00539,0,0.00431,0.09912,0.19104,0.37382,0.01605,0.00161,0.01926,0.17255,0.08761,0.01948,0.02081,0,0.45819,0.16426,0.01001,0.04277,0.0893,0,0.00036,0,0,0.00014,0.00986,0.00131,0.08432,0.04633,0.0415,0.01354,0.00701,0.05191,0.00087,0,0.00049,0.00105,0.00434,0.00837,0.14505,0.10884,0.17247,0,0.0021,0,0,0,0.00317,1.1138,0.62147,0.54879,0.03261,0.04377,0.04514,0.41327,0.00789,0,0,0.06109,0.02387,0.01574,0.03026,0.05618,0.00442
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,0.00372,0.02419,0,0.01773,0.12753,0,0.19358,5.12635,8.24585,0.00535,0.04164,0.00078,0,0.00082,0,0.12025,0.25268,0.22472,0,0.45803,0.00768,0,0,0,0,0.00151,0,0,0,0,0.293,0.00341,0,0,0,0.07097,0.00082,0.00173,0.14298,0,0,0.04882,0.0665,0.09765,0.75989,0.09401,0.40161,0.15132,0.04269,0,0,0.18943,0.10616,0,0.01874,0.01011,0.00523,0,0.02252,0,0.00151,0,0.00318,0.00082,0,0.03951,0.00728,0.46568,0.03644,0,0.00334,0.14341,0,0,0,0,0,0,0.31398,0.42097,16.93175,15.29223,0.00118,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,0.00342,0,0,0,0,0.00184,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0.00377,0,0,0.00027,0,0,0,0,0,0.00085,0,0,0.00063,0,0,0,0.00065,0,0,0,0,0,0,0.00413,0.00832,0.01842,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0.00029,0,0,0,0,0,0.00748,0,0,0.00052,0,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales,0.00254,0,0,0,0,0,0.19138,0,0,0,0,0,0,0,0,0,0.04466,0,0,0,0.0637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0.07804,0.29058,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales,0.00071,3.5225,0.11036,0,0,0.00659,0.03599,0,0,1.85924,2.5072,2.51103,0.87982,1.30633,0.89765,4.53348,6.90121,3.71522,0.0193,0.31864,0,0,0.00081,0.00162,0,0,0.00188,0.00383,0.00518,0.01872,1.97567,1.0661,0.78987,0,0.00104,1.9883,1.5692,1.59438,2.00677,2.41716,2.18889,1.69872,4.18809,2.24433,0.05833,0,0.00412,1.38935,0.81849,0.77584,0.03323,0.1986,0.00011,0.00468,0.15826,0,0.48772,0.8601,0.6762,1.11096,2.04935,0.71764,0.27739,0.26798,0.3915,0.94316,0.00852,0,0,0.00081,0,0.01554,0.00334,0,0.04684,0.03249,0.18778,0.11932,0.98306,0.00382,0.05905,0,0,0.00158
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0.00024,0.01231,0.00273,0.00076,0,0,0,0,0,0,0,0.00446,0,0,0,0.00093,0,0,0,0,0,0,0,0,0.00503,0.00043,0.00216,0,0,0.00327,0,0,0,0.00538,0,0,0,0,0,0,0,0,0.00107,0,0.00271,0.0017,0,0,0,0,0.00518,0.00308,0,0,0,0,0.01351,0,0,0,0.00295,0,0,0,0.00265,0.00363,0.00015,0.01553,0,0,0,0,0.00693,0,0.00378,0,0,0,0,0.00187,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae,40.75214,47.6963,56.58408,33.66293,19.16474,50.09674,7.47927,10.53257,11.76225,30.88175,33.66458,34.55825,22.81954,28.29326,29.61479,30.50689,26.44982,25.07693,23.19787,13.57028,21.93981,15.63436,17.91539,26.37911,41.40459,33.69126,39.44706,36.24741,33.85964,30.54614,43.63142,31.18432,46.70297,65.40508,45.04903,25.29498,15.44355,17.785,24.9487,22.02157,21.82409,21.19189,22.87774,13.76537,48.8161,38.17518,42.04828,24.3042,22.54554,19.93051,21.14639,30.04784,18.03317,19.07305,31.48546,23.80784,38.21095,37.78839,40.03112,23.73718,20.31056,19.10398,29.30257,29.29949,42.57739,51.25128,37.84708,59.99416,39.34673,44.19664,42.46301,30.42806,63.90056,39.65077,43.05884,44.63352,20.38182,19.45239,18.93986,15.87143,33.20735,24.88582,36.22408,24.86166
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,17.40664,19.29369,5.31495,4.88031,23.63166,9.1933,23.65396,14.32417,11.93592,29.13963,31.56511,26.35776,31.85462,26.34194,26.08419,8.43334,12.43473,19.76481,0.95732,5.76733,2.32345,5.23687,4.37311,5.90344,1.87319,2.64405,2.30151,1.64301,3.52005,2.8494,19.12252,24.0228,0.25589,0.93131,6.3879,21.12322,30.2289,7.25354,1.13983,3.29052,2.53373,7.41085,7.91448,18.24888,11.55702,9.59393,5.99993,9.06472,14.78275,24.53024,4.10925,17.82416,16.65691,6.22648,18.08902,8.43892,13.35867,5.0504,2.54064,28.08304,5.11092,14.39162,0.28368,10.26012,3.63899,6.10782,29.17054,0.02639,19.08465,12.31301,12.77911,29.9663,9.53413,22.13635,7.28876,5.03599,30.44741,22.02489,6.32601,1.64816,3.24389,1.02981,0.11416,2.14327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified,12.74335,9.54199,7.59005,3.02807,2.43775,2.5787,0.63594,0.69434,1.02435,0.93791,0.84423,0.98277,5.02326,4.81646,4.51249,0.99151,1.66518,0.80821,0.25172,0.50185,0.19237,3.17692,4.08474,4.41338,3.4304,3.85005,2.97232,3.66392,2.31736,1.99967,0.94038,1.19428,2.04566,1.87073,1.91702,1.44972,1.26601,2.04768,3.382,1.91739,2.49772,2.84188,3.60686,2.40438,0.95068,0.85543,1.23008,7.63689,4.7207,4.93337,3.07569,1.9681,3.1375,2.9035,1.7763,2.86078,2.64451,2.34858,5.93806,1.17524,1.68745,1.06988,2.35002,2.89897,2.74475,5.36485,2.90027,2.65246,4.13563,3.10089,5.36045,1.18876,1.66005,1.90384,3.84314,3.52413,4.1142,2.73731,1.1774,0.09401,2.987,3.06499,0.7305,0.61243
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae,2.70728,2.21177,5.27076,3.26621,0.96473,3.28363,0.3521,0.86161,1.73345,1.13761,0.94655,1.67391,1.01394,1.23024,0.93409,1.59763,2.59987,1.36595,0.5399,0.26559,0.45463,2.6443,2.00291,2.53944,4.81421,1.87185,3.51008,1.56464,1.5634,2.99752,5.00873,6.15914,0.35562,5.79428,6.38171,5.97406,3.8815,1.00101,0.96471,1.3845,0.6146,1.69878,0.9154,0.91503,1.05188,1.60205,5.15196,1.30828,1.12196,0.35836,0.13297,0.76147,0.28682,2.48492,2.35678,2.67512,3.48427,3.28141,2.13192,2.44963,9.65944,2.72582,1.3718,4.37673,4.36609,7.69822,4.62171,6.03045,3.47301,2.60381,1.15081,2.2504,4.33224,2.25586,1.58855,4.2135,6.50067,1.83886,2.52575,0.52784,3.24681,3.48795,1.15857,2.86659
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified,1.69957,0.15058,1.28224,0.363,0.02034,0,0.17116,0.57049,0.27795,0.2405,0.26481,0.2845,0.81973,0.3379,0.63663,0.37051,0.26258,0.71569,4.78723,1.80067,2.08218,0.24902,0.0128,0.01819,0.18566,0.34451,0.37207,0.08407,0,0,0.34407,1.75499,0.02895,0.39044,0.30764,1.66735,0.51315,0,0,0,0,0.50668,1.47331,1.87286,1.07639,0.42136,2.19854,1.361,0.746,1.64057,0.40151,0.58646,1.49694,0.02101,0.00531,0.02685,0.19043,0.63065,0.57848,0.07689,0.19483,0.02259,0.00589,0.10766,0.05218,0.62702,0.19816,0.19132,0.0662,0.02128,0.06837,0,0,0,0,0,0.02703,0.03415,0.49493,0.0079,0.29606,1.2034,0.22559,0.05493
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880|f__FGB2880,1.24247,0.00235,1.71561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88201,0.70294,0.92858,1.26107,0.86388,1.01402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44782,0.57802,0,0,0,0,0,0.02561
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,1.2006,2.02634,1.76831,0.68065,0.52319,0.07794,0.93383,0.48633,0.65299,1.6796,0.96939,1.36911,0.52141,0.54689,0.27217,1.12597,1.38809,2.02618,0.00604,0,0,0.18187,0.19351,0.15,7.38903,3.90912,2.45211,0.51324,0.08561,0.00423,1.00457,1.19992,2.3566,0.04374,0.44807,0,0,0.06073,0.1564,0.06988,0.09902,0.21603,0.87588,0.22852,1.57842,8.46017,1.78779,2.45296,1.49276,2.54438,6.32114,0.71681,11.92415,2.22305,0.80069,1.46361,1.50968,1.12853,2.37309,0,0,1.49536,0.01342,0.00329,0.03281,0.70119,0.34368,5.15957,1.39338,1.48708,1.90532,0,0,0,1.89078,1.12564,0,0,1.41974,4.2536,3.21448,2.09922,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae,0.96771,0.88922,0.49229,3.68106,4.12076,0.98636,0.06967,0.13451,0.26694,0.02896,0.71014,0.69401,1.09984,0.19232,0.3196,1.99208,1.15876,2.32815,0.1322,0.03439,0.22333,0.60418,0.44029,0.8327,1.20438,0.87669,0.94364,3.16845,1.31452,0.33027,1.0898,0.32411,0.92119,1.6802,0.57254,0.76229,0.25133,1.68932,2.46075,1.87971,0.16529,1.1553,0.95278,1.15766,1.09658,0.68608,0.62247,0.53124,0.51166,3.28331,1.40318,3.861,6.00764,0.46468,0.43669,0.29509,1.44071,1.34513,1.55739,0.96205,1.02913,1.77166,3.04537,3.89439,4.21875,1.82131,0.64096,0.51231,0.34355,0.29288,0.29379,0.1596,0.73292,0.17254,1.22268,0.977,0.40009,0.79446,0.2928,1.65383,0.27033,0.49523,0.57699,0.37833
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae,0.93936,0.31266,0.46583,0.65786,0.39884,0.4471,0.62176,0.19686,0.29506,0.55548,0.27041,0.40247,1.11012,0.64841,0.35169,0.19717,0.46709,0.21905,1.58777,1.13372,3.59623,1.26118,0.48341,0.64846,2.33082,1.41049,0.87303,0.79525,0.32789,0.71135,0.50568,0.42392,1.08696,0.21766,0.08623,0.51709,0.13995,0.22785,0.71561,0.32895,0.22384,0.27848,0.67061,0.35078,0.18911,0.0931,0.09492,0.63911,0.19749,0.42324,1.12813,0.64875,2.10138,0.7018,0.23439,0.62407,0.21014,0.22185,0.8914,0.17948,0.74824,0.06386,0.39673,0.29506,0.23449,0.55552,0.37869,1.79317,0.96093,0.69359,0.80358,0.29965,1.00291,0.9014,0.40372,0.47797,0.57967,0.58877,0.28021,0.98898,1.2817,2.40072,2.11898,0.98996
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae,0.74074,0.44601,0.08788,0.04278,0.37241,0.13262,0.17371,1.26501,0.85657,0.70836,0.94682,1.3705,0,0,0,0.60673,0.40337,0.17247,0.04496,0.33923,0.00431,0.05877,0.13998,0.10681,0,0,0.0513,0.03219,0.15925,0.04963,0.12211,2.07686,0.01941,0.02047,0.67372,4.57712,1.64686,0.25882,0.02424,0.05359,0.03552,0.43419,1.0376,3.31473,1.96644,0.76956,1.68232,0.46174,0.98317,0.2613,0.27703,1.42237,0.59556,0.08222,0.82471,0.38134,1.16186,0.26606,0.03521,1.55946,0.33844,1.73051,0.03979,0.42579,0.14083,0.14418,1.5413,0.00121,0.73644,0.3161,0.08885,0,0.16576,0.09422,0.02043,0.15428,0.49116,0.48553,0.17956,0.00544,0.11738,0.10905,0.05544,0.09165
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765,0.73246,0,0,0.22093,0.00194,0,2.5119,1.8617,0.08017,0,0.00642,0,0,0,0,0.0446,0,0,0.00364,0,0,3.25781,3.15366,2.37338,0.01042,0.62755,1.14038,0.81187,1.33072,0.85063,0.08205,0.15796,0,0.26938,0,0,0,0.51288,0.55801,2.3036,0,0,0,0,0.06231,0.50551,1.05105,0,0.00105,0,0,0,0,3.55228,0.54571,10.19519,0,0,0,0,0,0.06938,0.12702,0.78297,0.07119,0.31698,0.00336,0,0,0,0,0,0,0,5.76348,1.42187,0.19921,0,0,0,0,0,0.07445,0.04326
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,0.5046,0.38968,0.14819,1.56664,1.46072,0,0.90809,4.95916,2.18516,11.42763,3.34889,6.08303,7.88196,6.68238,5.80672,2.56569,10.82488,9.56157,0.38311,4.92591,1.3554,9.26481,8.00863,4.58226,1.63436,2.73676,1.921,6.29341,11.93171,7.65301,0.96384,2.38221,0.03181,0.19383,1.98494,17.87845,29.28672,1.91063,0.68195,0.9623,3.66159,0,0,0,0.83216,3.05286,1.68168,2.53098,5.15383,7.35069,0.37191,4.6993,2.12473,4.1122,4.49011,4.85548,0.73771,0.17804,0.46842,13.28285,8.77828,15.44509,0.10823,5.05898,1.88351,2.19821,6.40593,0.02409,2.76658,3.34723,3.06348,0.7981,0.54214,2.04005,2.76692,0.02596,5.74082,3.18017,4.67734,0.68438,1.84563,1.10406,1.38906,17.94323
