SampleID,Sample_Name,10-HYDROXYDECANOATE,3-[2-HYDROXYPHENYL]PROPANOATE,3-HYDROXY-3-METHYLGLUTARATE,3-HYDROXYBUTANOIC ACID,3-HYDROXYPHENYLACETATE,4-METHYL-2-OXO-PENTANOIC ACID,4-METHYLCATECHOL,5-OXO-D-PROLINE,6-CARBOXYHEXANOATE,6-DEOXY-L-GALACTOSE,ACETOACETATE,ALLANTOIN,GLUCOSE,ASCORBATE,BENZYL ALCOHOL,CHOLATE,CITRULLINE,CORTICOSTERONE,CORTISOL,CORTISONE,CREATINE,CREATININE,DEOXYCHOLATE,D-GULONIC ACID GAMA-LACTONE,D-SORBITOL,GLUTARATE,GLYCOCHOLATE,GUANOSINE,HIPPURATE,HOMOGENTISATE,HOMOVANILLATE,HYPOXANTHINE,INOSINE,ITACONATE,L-ARGININE,LEUCINE,L-GLUTAMIC ACID,L-GLUTAMINE,L-LYSINE,L-ORNITHINE,L-PROLINE,L-SERINE,L-THREONINE,L-TRYPTOPHAN,L-TYROSINE,L-VALINE,MANNITOL,N6-[DELTA2-ISOPENTENYL]-ADENINE,OLEATE,OMEGA-HYDROXYDODECANOIC ACID,PALMITATE,PHENYLACETALDEHYDE,SUCCINATE,TAURINE,THEOBROMINE,URATE,URIDINE
Li32149_S26,OA13B,113765.66,71712.01,4510051.5,635748.12,23655.64,806597.31,83090.49,992147.31,45774.89,2322.37,141477.06,89380.04,24254446,853345.19,161749.77,53879.85,89223.23,5131.26,6162.59,2993.77,26917.16,29556.02,382865.22,1096.55,34192.53,10001.24,31281.26,43780.79,3905828.25,26278.43,13463.16,948513.75,481278.78,20593.31,1153024.5,59532.13,78964.05,614534.94,8633.73,319870.62,3236.89,97758.96,119352.16,137587.14,333280.62,10964.83,10955.8,3205.67,89244.52,95421.77,17612.52,12644.08,149908.45,2210694.75,14871781,26449048,791435.81
Li32152_S29,OA19B,78355.51,637019.56,4486148,439451.28,43914.38,605152.06,133624.45,1502700,77078.91,4451.79,35199.21,153059.55,23952314,954764.44,218523.86,82257.21,178538.75,10240.8,14054.92,2228.62,14139.77,35706.72,78446.75,2512.28,613867.75,19042.55,26850.11,54266.83,12110151,30965.35,154321.48,212334.12,458981.12,15287.1,752788.81,63310.22,20388.21,890687.06,10810.38,246624.3,6096.86,87942.41,139548.48,149486.88,364117,10960.18,381797.09,6957.21,97318.44,54329,12025.64,74073.8,203331.75,691430.31,16205440,34115504,233939.64
Li32155_S32,OA20B,177844.83,53137.67,5334833.5,931197.75,16787.16,842955.19,108801.95,865980.81,44427.39,1584.43,68996.49,139963.89,28439184,29294.13,250163.81,116973.52,109780.52,19714.18,8852.65,13443.36,15110.52,38462.51,165969.92,1704.38,32561.68,15915.79,110282.23,97426.12,1950739.62,19302.28,22883.61,420975.03,951890.44,8876.04,700938.06,39826,37844.8,896094,5979.23,198678.92,2897.16,67223.27,96901.41,125533.21,279922.53,11645.45,16801.29,6729.35,371246.47,130248.12,26075.71,51385.36,241959.98,621182.06,28440848,31173230,379138.88
Li32158_S35,OA22B,138679.59,44365.2,4105921.25,480025.16,134992.23,591472.31,94042.6,1215863.62,42910.99,13137.65,58695.86,208559.64,20564606,649910.12,73312.19,60696.43,55625.52,11679.65,5830.62,9573.68,6008.13,30910.05,616977.06,1304.55,63085.11,14793.5,113181.37,44323.24,4815134,17103.35,18969.52,895631.31,570899.69,7097,518798.25,37625.2,85326.74,752395.25,7302.12,152025.7,3672.25,82186.01,69833.71,110959.5,231214.81,9317.85,25715.83,4574.81,117506.12,81357.07,12851.09,20941.14,180971.8,1345896.38,14104317,36353396,633110.19
Li32160_S37,OA23B,141479.69,194578.44,4670562,2102724.25,60352.36,1118015,75935.83,684919.94,57937.48,3523.16,176620.56,114014.96,24889920,1307961.38,92743.94,35275.07,63767.7,6181.98,2533.14,6384.91,15363.48,29763.02,413579.84,4330.77,446836.09,13077.11,16300.86,233875.12,1764859,16129.53,82179.97,512925.91,1745009,17825.88,548119.75,41742.29,64075.07,603913.5,6171.49,164140.48,2393.06,68013.85,54498.45,115967.16,253309.95,10546.74,223791.38,4660,518120.09,161296.14,29974.33,200933.06,146075.02,906059.69,8189340,33434730,864230.5
Li32163_S40,OA24B,151301.17,29113.21,4602056.5,526759.94,18649.31,1013986.5,11304.93,532262.62,40067.56,1626.13,23260.67,58138.37,24739202,629070,33596.16,58068.12,69137.21,7619.5,6613.69,1282.07,3449.91,26072.47,75636.34,1471.84,75130.17,21924.89,7154,126590.31,2480255,10002.07,8675.29,304497.81,1342348.5,12001.14,756395.25,31248.48,14896.57,798607.31,5354.79,199603.31,2074.08,86882.53,80450.66,121248.88,261249.8,6047.41,40567.86,2871.9,126629.77,95714.71,21403.88,32407.3,281026.66,505361.03,16304896,20698904,717432.69
Li32166_S43,OA25B,144150.58,554276.25,5569989.5,330194.66,539070.75,545029.94,116662.72,881291.75,90623.25,4492.96,57415.11,215542.14,29563766,328708.31,105263.21,196407.25,102502.84,39774.07,22065.62,4914.09,3241.6,42461.33,2451337.75,1687.7,43127.41,42741.36,224286.88,73065.48,5839292.5,20070.12,82973.02,150663.44,1010321.81,98768.34,770231.5,26967.22,33993.7,858788.44,4912.3,206827.77,4831.13,82603.05,119464.52,106631.28,278471.09,7100.52,15994.7,6411.62,90955.59,89263.2,7080.48,43465.34,229679.06,493865.47,9974329,32671744,552708.19
Li32169_S46,OA26B,198112.08,572621.62,4346296,651403.12,239025.92,839919.5,35742.89,1006481.25,67635.23,2679.24,74296.44,147500.39,22588034,140035.16,135599.92,92504.94,111167.28,16152.39,7942.96,0,12495.83,34356.11,391735.66,4162.75,98028.38,32599.36,27983.14,26707.49,10385127,29911.29,117981.1,749429.81,165491.8,44961.48,521819.78,42677.06,60610.05,683474.69,7688.06,158990.25,3903.68,116876.71,159627.06,140596.64,306578.62,10271.5,43478.86,7090.27,185356.08,106123.71,14784.3,69915.23,284752.38,1367133.5,7654783.5,28864112,561663.25
Li32172_S49,OA28B,176507.92,342851.47,5060192,920960.31,32506.5,1007014.5,53905.34,1030963.44,50823.94,5793.57,94568.29,241581.55,26760462,416602.34,80742.16,118610.66,120457.91,15627.9,6184.36,3839.24,15426.52,33205.7,264446.72,4323.46,31547.92,44642.26,2624.26,168309.75,4572743.5,21738.27,66163.95,394752.16,1397099.12,24184.96,782182.5,49246.64,86396.89,690856,4739.88,228415.2,3545.96,48896.96,93528.55,141362.95,306737.12,11486.24,13630.78,11114.02,279987.84,89095.12,26877.82,203237.08,202584.75,841895.94,18304080,35088212,454477.66
Li32175_S52,OA29B,140196.81,173989.11,4740882.5,443429.38,78640.95,508435.5,19486.75,1054062,84062.09,4140.28,75243.78,133552.98,25169934,1112244,34934.56,125632.71,97359.72,10140.27,8413.81,4380.24,16338.04,37519.95,45138.36,1399.56,260791.23,61046.86,26130.95,36369.11,1915141.62,10711.3,36349.31,956129.69,433858.03,53385.89,697274.19,30649.78,65747.52,712175,6806.06,215370.7,2701.68,105436.46,98997.4,76815.53,177493,6504.27,101447.62,7320.2,100616.07,100512.62,8366.58,56083.5,247172.42,1735808.38,25171398,19323994,692348.19
Li32178_S55,OA30B,90082.4,255483.55,4358126,571119.94,36579.83,826219.56,107557.38,969125.44,79443.62,3932.02,43107.63,170527.98,23132586,561224.81,203338.83,58031.53,100859.98,8189.6,4392.09,2664.52,4574.25,54186.22,880231.69,5620.12,93319,23903.03,46794.28,38577.56,15049293,28311.83,110833.22,227897.64,214800.75,43840.2,732014.56,48056.07,26211.05,932886.44,7864.5,222835.3,4064.32,62710.69,113756.4,184584.95,310063.53,12821.67,37906.71,10201.78,66865.04,58839.11,12261.58,61369.5,173306.58,942908.69,22596816,39637044,434411.09
Li32181_S58,OA33B,149034.11,207487.56,4689718,1637627.88,39205.05,689853.94,97084.27,656105.5,83532.39,4397.94,240602.58,212712.31,24981920,56397.75,98058.26,81167.5,46509.11,6614.15,10476.87,3973.66,4045.68,40021.89,544742.94,1769.33,40709.94,20242.74,43151.54,82270.97,3822613.25,17360.24,40672.49,290979.72,714198.5,52093.66,452404.38,39548.33,92713.66,588285.94,3777.28,134496.89,3400.07,67207.63,76087.84,115951.34,236863.2,10585.58,22248.46,4720.67,263100.69,136807.66,34845.5,18568.28,176766.62,479876.84,8690292,31477742,633386.06
Li32184_S61,OA34B,127002.15,51684.07,4549404.5,518396.09,735055.56,551022.31,29033.23,778396.5,64228.31,3352.88,100449.91,263856.53,24865840,75097.1,94089.06,188515.36,124893.95,14866.09,8760.85,3694.99,6579.24,49920.64,456480.97,3399.72,28929.89,17227.14,26520.71,100534.16,1369063.12,17107.26,12974.4,193044.48,1062029.88,29456.46,696825.5,31459.24,55074.32,855518.44,6307.42,189713.05,7147.17,86327.7,95154.29,85251.34,242278.33,8369.89,14779.82,8689.25,82515.91,76635.23,9849.04,17733.47,141035.5,404192.66,24123264,24333658,734618.69
Li32187_S64,OA35B,185785.25,189956.92,5409909.5,698057.81,180964.42,614863.69,44363.25,772853,132982.67,5033.19,139504.53,231356.08,28692054,279241.78,21514.97,98481.21,76280.59,13133.46,9626.16,4380.91,3451.79,37735.09,601537.19,6443.39,33279.94,41798.01,65619.43,102171.06,2959082.25,19363.2,46864.71,205982.83,915750.25,31025.44,368547,28080.13,40295.42,544178.94,2556.53,91055.44,2012.42,44442.93,52555.8,108003.84,187895.17,8098.01,17346.4,7211.17,131829.2,93306.16,12860.72,60810.05,175020.45,608473.19,9527707,25643074,688766.62
Li32190_S67,OA36B,127719.38,43348.03,4102696.75,660884.75,32779.52,880351.69,8601.7,1165403.38,98464.71,2891.71,84020.19,173276.83,22334186,1522084.62,29475.08,70835.62,113663.74,0,7441.72,8782.72,8793.86,39158.85,178243.77,2773.19,132455.47,21560,257741.42,3073.71,577256,22553.49,12801.5,925745.31,51589.97,50438.33,566482.19,49871.2,76221.01,694779.56,5879.39,158837.23,3457.73,79500.89,89052.77,146901.75,248485.8,9608.38,60835,14712.56,61655.58,60773.41,5443.09,255504.19,240473.67,1397289.38,22077598,29541414,1011672.19
Li32193_S70,OA37B,161235.16,339779.41,4933798.5,829305,1716126.12,956399.06,121878.15,832043.56,94211.18,1671.47,79951.73,142365.45,26470992,499502.91,32688.56,77087.78,49572.09,14328.32,6465.65,2021.13,3328.5,29709.02,684625.06,1158.97,31323.45,23811.5,189872.92,50932.43,1858161,38027.36,41705.5,172443.44,675719.38,72756.84,582326.56,42486.76,23654.85,654662.44,2760.86,176875.17,2315.99,56241.39,72380.31,123045.48,229897.05,10813.33,14330.13,5226.89,185007.25,126588.48,17371.07,48391.31,206192.25,473625.53,17201746,26384794,534896.81
Li32196_S73,OA39B,202158.5,171631.25,4761948,2329737.75,1624838.12,877093.31,55679.54,825467.69,101414.18,4710.22,263620.12,167054.27,25573030,1388501.5,28620.09,75510.34,76738.55,6844.02,6599.86,5543.19,4604.8,26856.91,127479.13,1445.45,22685.11,32070.73,6434.06,146968.36,347730.28,22178.15,91143.77,603885.62,832468.81,49977.39,506036.34,22424.08,32644.22,586445.19,4944.15,145964.38,1634.13,75882.8,38319.41,106397.46,202702.08,6166.92,8847.12,3544.63,199564.12,209620.5,16243.09,93897.25,282373.03,1265131.62,8402691,32362862,445983.91
Li32199_S76,OA40B,183442.42,65361.44,6374192,451485.53,54009.39,1134168.12,29639.58,721453.69,57504.59,1326.66,50058,133161.77,34503244,931836.19,22331.74,115408.06,55225.16,14936.33,18730.74,10832.34,11309.49,37477.48,41704.08,1375.79,24942.03,37149.38,63139.19,163849.69,1737668.5,28147.99,17753.22,1147672.88,1696576.12,39103.46,772414.31,30700.04,61974.89,857052.5,6216.16,261628.77,3641.06,89320.74,138781.45,126663.27,309257.91,8334.95,12288.27,4966.6,120562.55,176816.14,22324.74,40209.11,235047.89,849972.44,22415030,30188562,1151384.62
Li32201_S78,OA42B,131908.83,957061.69,4838962.5,498658.62,138092.19,970297.31,50768.55,892425.31,91436.77,5095.28,43147.38,117700.91,26483616,988055.75,22506.3,86949.02,96659.59,427628.41,13491,3676.8,21346.4,29330.29,626475.19,2794.25,47864.38,20616.07,35584.95,117444.8,1037072.81,34519.93,305090.59,83315.54,897301.94,104312.75,722236.25,50527.28,25552.59,877250,4249.44,195520.75,4906.37,69265.21,113986.54,117919.98,332258.44,10150.7,21062.76,8541.75,138678.27,118101.28,10661.1,72787.67,272798.72,539376.06,9061435,24622056,340177.53
Li32205_S82,OA45B,123507.95,169909.36,4813774.5,1572063.38,121411.1,777550,79669.05,627243.94,91625.98,5029.64,160552.64,169161.05,26067648,879591.44,262844.28,61432.75,122353.68,35905.91,15038.64,6799.46,26023.14,43687.92,940283,3680.75,46151.84,19918.8,52573.48,72812.08,8960788,18191.48,60342.74,451830.5,740244.19,47886.24,734043.25,52095,94380.57,761389.19,5673.67,214796.36,2947.04,75968.95,76395.13,115475.62,274201.19,9574.2,13540.44,6530.13,305748.72,167544.38,26518.46,264709.5,144795.06,889438.44,25206346,31757288,588651.44
Li32207_S84,OA50B,191873,48217.3,5419974.5,1163998.5,18207.64,1730521.12,142933.69,852271.81,139306.92,2579.29,109175.97,122359.15,28079352,809468.69,274092.66,87779.24,79740,15484.02,13116.99,5629.95,22539.62,30053.59,259899.19,19074.85,28579.19,28471.15,33376.97,46427.93,916857.5,9382.53,14141.27,276036.53,250906.81,48622.25,811043,53619.9,29214.68,855868.81,6448.77,248713.77,3463.49,98179.12,88269.06,109546.54,206077.8,12419.17,9138.66,6076.96,136175.5,145321.64,10248.09,26677.05,321246.22,1057989.38,8703794,29510050,873013.75
Li32126_S3,OA01C,181098.45,242010.61,4615136,1049203.38,24145.72,836750.44,103668.97,715700,69852.75,5129.18,165955.02,129419.35,24328082,1565853,102576.93,96051.6,104059.47,15864.49,29035.67,3089.69,16629.34,26125.52,217659.62,4117.53,77375.32,20965.08,12836.89,93806.28,3545230,13959.79,67288.17,373909.25,1260827.88,8745.65,752797.69,47896.9,76763.51,637742.31,7463.86,212954.88,2358.01,89284.84,91114.94,118639.85,300529.72,10574.76,37069.63,7069.45,219191.23,97839.09,25752.3,62161.98,110565.91,650663.19,16788710,28007390,388549.62
Li32129_S6,OA04C,99443.27,29892.21,6053170,865293,43754.78,1033748.5,87235.59,1078333,56941.57,3398.36,132139.25,298895.22,32901206,1481569.5,92876,28944.26,128946.31,2269.24,6301.57,3109.8,15923.95,28765.96,146632.84,1568.17,40494.55,28316.09,5062.13,34354.04,2742458.75,50683.48,11896.85,453940.41,524740.69,23817.85,869711.31,54613.09,66565.63,961603.81,10650.37,265172.22,6735.47,96628.66,151098.86,211939.52,452346.66,10947.15,20337.94,10265.28,74941.25,84471,4157.36,62449.05,180861.73,789565.5,22001246,33417222,906390.81
Li32132_S9,OA05C,88979.72,20538.1,4803984.5,333217.69,33290.11,747007.19,42286.38,1266294.12,78254.15,6508.9,45356.98,226451.5,25549754,963294.69,133555.92,101131.75,109421.34,8163.46,11681.5,5354.48,11760.41,36917.25,3323435,10766.29,47738.66,38709.6,38118.64,58153.06,1734003.12,25059.4,7806.04,437403.5,662496.06,4897.85,788110.75,39599.18,52526.92,1051800.62,6906.15,211287.12,4428.87,89754.27,104709.03,119650.7,335602.34,9755.06,27317.73,7226.9,87341.45,62859.47,9311.74,17441.72,262006.92,1026690.25,17190608,27503706,595443.19
Li32135_S12,OA06C,124853.8,14372.98,4509004.5,721305.81,37594.64,472599.75,26699.53,530068.25,65629.4,1067.43,83133.66,112876.88,24402056,112600.96,127071.77,78958.97,69612.85,8372.23,5136.39,6801.92,13196.79,23888.02,193432.55,3000.05,65338.62,15340.84,12106.64,84961.16,805880,5423.92,14080.31,283259.47,1278399.88,2748.55,719554.69,30220.54,48930.46,697076.25,3101.15,183791.73,2880.22,73664.34,73935.93,83897.84,203952.58,5305.19,41189.5,2560.28,162932.98,80402.59,10567.17,5075.48,151347.52,506497.34,23521214,24719792,692651.69
Li32138_S15,OA08C,120024.4,426527.97,5077775.5,708556,43459.25,1001110.19,107664.19,1051361.12,121740.9,4385.72,64698.75,319068,28115846,781214.06,82315.31,86416.36,95226.25,176768.55,13839.52,3403.9,27182.17,31190.74,154806.11,2236.29,32268.17,17521.54,11693.01,57197.42,26842634,66402.57,186898.3,505592.16,389869.22,18984.32,900194.56,62691.33,77722.8,786619,10586.29,271223.91,7320.95,85727.13,159063,190181.38,478196,15383.23,20138.56,20682.91,190456.88,85012.96,16854.35,32132.31,210608.17,806127.19,8370235.5,28975888,338919.72
Li32141_S18,OA09C,88741.44,90000.19,6203782,1143347.38,50657.29,949273.69,121929.53,1025996.25,102473.59,4989.69,117077.94,404320.16,34546548,393830.84,117096.6,180661.11,107138.52,7418.93,10728.25,0,5702.33,80672.02,311056.06,3246.56,79293.9,46911.74,45931.77,240008,1624800.12,18837.72,62027.5,323017.34,1867926.88,9917.56,568508.75,46624.16,59645.02,645706.56,4244.69,186079.92,4390.71,63010.94,87392.72,69562.05,158196.3,12197.73,39419.75,42294.01,80315.59,44174.77,11883.4,4007.75,239683.14,769546,11254613,42477444,301837.12
Li32144_S21,OA10C,235559.94,57437.82,4830579.5,5620126.5,5567705,671234.19,80706.93,1024999.44,64117.38,2148.73,485034.09,95150.8,26451334,1661785,240597.88,100224.69,79104.95,42762.53,12333.41,12233.73,5449.81,38476.46,1167388.38,1661.75,71190.7,25168.38,45496.05,138848.98,2287202,64392.88,10475.13,411087,945519.5,11963.62,615341.19,35482.69,105965.98,893554.56,6346.57,174418.11,1974.8,78619.13,73671.04,56463.22,225677.12,7392.04,29853.98,2503.59,256443.7,171507.69,40247.66,5590.13,229735.83,832773.5,8691771,21876464,711247.69
Li32147_S24,OA12C,100511.25,102417.48,4180542,516850.88,79892.98,709982,103701.19,934763.44,215194.31,2712.83,71258.23,169963.34,23405010,1169487.88,262627.31,99128.66,94018.7,5606.38,6491.36,3916.62,21373.01,23637.93,75254.86,4857,51768.84,58583.62,28212.42,180482.61,5748230.5,24543.07,77460.69,573859.75,1950176.62,15429.78,1047243.81,41025.63,33707.86,1063581,6320.75,311275.84,4660.74,118506.07,187969.36,119920.12,326071.88,7951.81,22525.91,7248.63,44498.86,57963.22,14704.92,42329.33,295460.5,1749598.62,21924182,31189488,854356.94
Li32150_S27,OA13C,200838.05,109672.12,5126058,711063.06,58136.04,877800.25,79219.73,1520936.12,193173.58,2011.77,122437.68,154002.52,27451048,758236,150380.23,76241.73,92214.53,8436.11,2820.32,3087.89,33218.57,39394.19,1647425.5,8383.36,35386.85,62049.61,56405.59,36263.44,5359345.5,27958.45,26125.42,1030196.81,362423.91,17968.94,1005819.81,68802.2,98413.45,784486.06,8707.28,302716.94,4194.35,128096.38,126629.21,136555.61,358384.59,14796.92,8273.31,7378.42,230652,202850.52,22693.55,102956.81,174201.02,2543062.75,8612458,32360074,914385.31
Li32153_S30,OA19C,186032.06,800496.69,4393924,1500500.12,390535.47,1172978.75,121028,1776372.88,237424.27,5217.21,125166.01,222181.55,24050022,811729.06,141521.95,77305.57,236569.2,14098.65,10158.2,3988.72,31478.37,49043.19,323363.41,5057.12,33500.29,67309.45,39204.64,24444.62,18361182,79002.22,154112,310587.53,79083.94,44384.14,847940.75,84165.94,28187.26,865738.5,16537.31,263685.59,6394.02,86187.49,155395.44,209719.58,624443.38,19605.58,11197.43,22938.43,183069.83,129971.27,28662.2,71010.51,243200.64,1312119.62,8286933.5,39319484,290352.97
Li32156_S33,OA20C,184879.38,61257.09,5548291.5,1223975.38,44131.36,783933.75,109504.98,1400524.12,216835.58,6622.26,169618.73,356595.78,29311378,63415.54,52313.67,146066.3,135551.2,12819.16,13188.25,5484.19,24531.63,48586.74,321052.97,1208.55,36487.66,65654.13,122072.59,13792.39,1864156.88,24967.85,24464.17,1016384.5,169471.2,52740.11,806175.44,69514.82,106583.73,1032161.69,5600.94,239351.73,5732.27,107413.98,130075.65,97922.91,348993.03,12491.94,18376.21,11564.48,136514.95,131454.3,15755.13,60444.2,309126.25,2124660.5,9739884,37022944,578648.19
Li32161_S38,OA23C,209642.36,175913.45,4990656.5,3733818.25,965980,1469285.88,42266.61,1177120.38,200103.25,2882.52,247260.55,158825.3,26218518,1007729.31,171949.25,44380.7,155040.48,5764.79,5677.64,10155.69,29905.61,54294.39,231901.98,1697.72,344582.22,56763.91,7680.7,18469.39,1720961.88,38783.89,62174.82,1031724.31,204527.83,35811.18,672140.69,64416.83,101460.38,601431.81,8914.25,183855.17,3588.61,113329.43,117522.46,180177.25,286382.34,13615.2,161810.67,11134.45,430768.41,215658.12,34960.93,34870.76,229036.08,1873752,8326116,40841896,917967.69
Li32164_S41,OA24C,146994.83,276067.09,4556329.5,388927.12,69934.4,592003.06,9057.48,972833,285814.84,1592.77,83603.21,247795.11,23405390,869182.31,6120.3,76047.69,109907.91,4500.06,5156.84,1496.85,5498.88,35914.91,261148.55,1478.2,29109.72,108895.48,11818.31,24616.68,2107735,18078.12,81351.6,747229.81,256822.67,50415.28,895155,47171.11,35755.91,1011498.19,5224.23,250877.98,4705.54,119305.55,99104.79,136056.08,310027.53,10289.96,7165.24,1398.04,82605.16,95618.06,12651.98,33088.25,190232.17,1492166.5,7439442,24974378,996880.69
Li32167_S44,OA25C,141419.73,831223.69,4645452,393930.03,686625.31,795815.31,81342.59,876281.19,240494.56,3981.55,79048.09,197000.75,24769410,639919.5,33498.56,153397.3,155396.05,23235.71,16832.09,8291.42,5760.49,45101.96,589127.69,5338.83,227980.52,100989.79,82578.05,162265.28,3238559.75,27672.52,208399.05,500403.78,933514.81,47919.75,694542.69,36481,29103.32,826464.31,5745.62,188444.69,5409,76967.74,112951.71,153515.23,373750.75,8834.18,95956.73,10796.07,105896.75,97352.44,10735.23,73874.71,269681.88,1247545.12,6475518,30476530,401040
Li32170_S47,OA26C,257281.95,753556,4765680.5,2528930.75,204213.7,936178.69,63591.36,838007.75,171402.31,2706.83,226264.67,112812.06,25671014,913560.31,206223.08,124635.03,86919.53,17469.32,4605.53,0,7908.52,38568.7,257106.73,1145.76,23768.72,51375.42,14120.79,22808.62,11197059,18347.05,183058.8,662484,215319.73,35969.5,449832.88,44829.21,76848.51,599940.81,4865.36,120725.6,3792.15,105507.09,71652.66,112597.09,278553.28,9602.05,4488.6,11961.71,360502.66,155350.73,32274.77,72411.9,203100.94,1323274.5,16831006,32728374,509500.25
Li32173_S50,OA28C,143218.72,991397.06,4462923.5,615730.44,46492.52,870826.19,86911.57,970752.56,186252.95,4626.65,70705.29,269546.38,23106320,315968.78,189364.77,125767.65,96044.84,124177.75,32680.52,15682.47,14718.21,44766.27,201813.58,5150.43,29574.82,87113.09,9259.72,79932.24,4213548,33164.2,195832.94,316297.78,495735.5,39456.02,746616.19,45236.94,29837.64,716982.69,9089.46,213033.17,3412.41,85603.94,121370.53,171785.42,309731.53,12975.24,14515.79,4510.05,258229.77,105855.01,23630.93,113861.16,236575,1170569.38,7396066,35163264,517230.5
Li32176_S53,OA29C,144074.69,234675.8,4937907.5,912111.19,67648.62,634345.31,75396.99,1720075.62,1577211,2819.55,41948.23,96848.59,25903376,161878.7,106914.94,109743.12,105958.75,74081.94,40367.72,8909.51,10626.96,33985.61,161517.25,19882.24,75669.1,588067.62,6673.89,0,1500272.62,11091.46,70172.78,1389880.88,6349.76,215682.94,1054252.62,45212.23,127813.51,634552.5,5627.85,317375.03,2841.85,158711.28,112584.46,109334.81,247686.88,7710.97,25458.06,4602.71,216207.38,145461.39,16498.64,69772.34,176647.94,830840.81,9197025,15972504,765272.06
Li32179_S56,OA30C,149883.73,47325.17,5159757.5,600187.44,30714.31,861965.81,95109.29,1116046.38,130391.5,3201.33,70856.26,162096.42,28039990,683653.94,145401.17,78168.87,75619.78,10830.73,11192.09,2961.54,4993.04,60751.89,393366.75,41315.62,45571.56,34782.82,50892.53,8655.73,1283157,17862.1,23588.49,337768.72,68217.99,43619.52,577305.19,41726.64,56499.86,848820.5,4421.92,181346.98,3134.16,72523.02,120708.8,142660.77,245780.36,10905.41,19826.79,3977.98,93385.47,95048.84,16379.19,31214.59,185857.92,1079904.5,9271043,36206100,672244.94
Li32182_S59,OA33C,254120.23,54868.95,4745703.5,2082774.88,22110.03,694228.94,47471.75,685209.56,150763.23,2423.96,222640.8,136929.48,24488938,86551.11,46475.83,69273.89,60674.05,0,5715.62,3467.17,3004.03,33335.09,356523.78,1493.44,36005.9,38645.81,38903.39,112798.07,1413032.38,12315.35,12481.41,330907.84,812386.69,40847.43,587441.19,33437.49,97427.07,678866.75,3999.8,174245.95,2494.52,66907.41,97932.88,110401.03,244558.27,7948.76,17995.02,3401.99,374288.72,194394.5,27355.77,18420.22,161769.08,338769.41,7878217.5,26932058,621027.31
Li32185_S62,OA34C,134749.55,51195.56,4661569,501262.09,35272.18,562075,126708.1,819674,277398.91,1622.04,163327.61,143639.91,24808030,629010.94,218335.52,91891.01,81239.47,53405.07,25775.09,9252.64,6925.05,39816.28,160332,1745.49,388777.75,86854.21,21043.52,84418.34,1017589.5,10336.08,13553.5,250066.67,515315.62,52751.45,673010.75,37296.79,51646.89,847052,3910.52,168024.11,3928.42,77033.8,72817.68,122062.12,211811.05,9026.66,164463.44,3237.91,109998.74,78222.01,21036.07,19777.16,164614.67,769121.81,8429293,26471270,755881.94
Li32188_S65,OA35C,226524.73,231575.88,4874466.5,1283350.25,89010.87,660537,58741.2,877881.25,184070.8,2331.05,179571.58,172580.75,25532842,280488.53,17845.21,87551.3,88166.41,4451.14,6044.14,8011.42,5687.04,40025.21,146481.39,1305.5,35725.84,67255.71,50584.3,17278.29,3644920,25743.24,88617.13,543439.56,93897.12,49735.73,424177.41,40482.09,38943.01,535679.19,5577.22,127638.54,2469.51,46804.81,61794.38,107936.96,239656.08,10213.3,12371.59,2865.99,325669.75,152705.55,28437.72,22481.5,191383.88,1408305.38,8305254,22961706,722578.5
Li32191_S68,OA36C,201717.2,69169.64,4688962,894490.25,35529.82,1158823.62,15583.66,729305.19,232001.88,1899.59,126573.77,153873.36,24658816,1412277.88,22491.12,126293.95,83385.48,128841.35,17054.59,3567.82,7303.77,33177.7,32978.3,1368.14,64974.38,41547.62,102069.78,77354.84,1092080.38,14091.74,19423.08,557247.06,932188.69,89571.04,591721.31,40936.07,68237.56,674583.56,2715.35,156758.02,2473.19,60751.34,82590.99,121518.73,238847.94,9524.86,30081.33,11074.95,166193.44,109333.79,16085.83,43636.93,225497.38,529398.94,8022270,26861574,509312.88
Li32194_S71,OA37C,119289.25,769289.19,4945631.5,729549.69,105744.66,877957.31,174408.64,881179.31,171964.48,1351.52,78517.91,164437.86,26747734,445711.62,70448.18,65370.57,59539.93,45949.67,3027.04,3452.1,5128.81,37021.76,210947.75,4443.85,27650.74,31830.95,45270.46,110111.25,2590133,13357.95,116967.26,464258.09,546237.12,85195.62,970935.81,37011.54,54820.25,766291.69,4778.27,278677.53,3171.72,76221.07,102946.38,115913.44,274353.97,9814.18,7509.52,6160.28,220120.44,119965.62,24605.2,49631.08,175177.8,1045478.31,17322472,26574570,474952
Li32197_S74,OA39C,256692.77,387768.09,4491237.5,1525198.12,1377207.5,746376.94,64757.52,844455,135120.09,5016.59,150480.89,133400.86,25783590,2435159,29249.97,90601.85,116439.01,35108.57,12127.6,5377.38,5686.65,25644.61,162449.69,1248.91,29566.56,50498.97,18863.29,53809.75,2232463.25,27720.67,181524.89,535290.81,178278.7,49123.01,571260.56,22706.26,37175.36,735717.81,2737.43,164873.66,2615.05,79027.93,63372.3,75280.87,202955.39,5823.44,9176.91,3174.89,542406.88,223994.95,39615.75,25947.85,339609.97,1216520.5,16807182,27342966,412218.03
